"Year","Predicted SQA higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2011","17 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2012","17 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2013","17 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2014","17 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2015","17 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2016","17 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2017","17 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2018","17 point(s)","Asian","All","Main scheme application","15","10","0.769","0"
"2019","17 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2020","17 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2021","17 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2022","17 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2023","17 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2014","18 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2015","18 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2017","18 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2018","18 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2019","18 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2020","18 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2021","18 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2023","18 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2013","19 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2015","19 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2016","19 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2018","19 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2020","19 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2021","19 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2022","19 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2023","19 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2014","20 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2016","20 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2017","20 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2018","20 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2019","20 point(s)","Asian","All","Main scheme application","5","5"," ","0"
"2021","20 point(s)","Asian","All","Main scheme application","10","5"," ","0"
"2022","20 point(s)","Asian","All","Main scheme application","10","10"," ","0"
"2023","20 point(s)","Asian","All","Main scheme application","5","0"," ","0"
"2011","12 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2012","14 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2018","14 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2022","14 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2012","15 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2014","15 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2023","15 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2020","16 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2021","16 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2023","17 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2015","18 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2020","18 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2023","18 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2017","19 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2020","19 point(s)","Mixed","All","Main scheme application","5","0"," ","0"
"2022","20 point(s)","Mixed","All","Main scheme application","5","5"," ","0"
"2023","13 point(s)","Other","All","Main scheme application","5","0"," ","0"
"2015","15 point(s)","Other","All","Main scheme application","5","0"," ","0"
"2023","15 point(s)","Other","All","Main scheme application","5","0"," ","0"
"2021","16 point(s)","Other","All","Main scheme application","5","0"," ","0"
"2023","16 point(s)","Other","All","Main scheme application","5","0"," ","0"
"2021","18 point(s)","Other","All","Main scheme application","5","5"," ","0"
"2020","19 point(s)","Other","All","Main scheme application","5","0"," ","0"
"2010","All","White","All","Not main scheme application","35","30","0.889","0"
"2011","All","White","All","Not main scheme application","25","15","0.708","0"
"2012","All","White","All","Not main scheme application","35","25","0.667","0"
"2013","All","White","All","Not main scheme application","20","10","0.6","0"
"2014","All","White","All","Not main scheme application","45","30","0.63","0"
"2015","All","White","All","Not main scheme application","55","35","0.589","0"
"2016","All","White","All","Not main scheme application","35","15","0.515","0"
"2017","All","White","All","Not main scheme application","40","30","0.725","0"
"2018","All","White","All","Not main scheme application","30","15","0.552","0"
"2019","All","White","All","Not main scheme application","30","20","0.679","0"
"2020","All","White","All","Not main scheme application","35","30","0.97","0"
"2021","All","White","All","Not main scheme application","20","15","0.789","0"
"2022","All","White","All","Not main scheme application","20","10","0.667","0"
"2023","All","White","All","Not main scheme application","15","10","0.733","0"
"2015","All","Black","All","Not main scheme application","5","0"," ","0"
"2019","All","Black","All","Not main scheme application","5","0"," ","0"
"2023","All","Black","All","Not main scheme application","5","0"," ","0"
"2010","All","Asian","All","Not main scheme application","10","10"," ","0"
"2011","All","Asian","All","Not main scheme application","5","5"," ","0"
"2012","All","Asian","All","Not main scheme application","5","5"," ","0"
"2013","All","Asian","All","Not main scheme application","10","5"," ","0"
"2014","All","Asian","All","Not main scheme application","5","5"," ","0"
"2015","All","Asian","All","Not main scheme application","10","10"," ","0"
"2016","All","Asian","All","Not main scheme application","15","10"," ","0"
"2017","All","Asian","All","Not main scheme application","5","5"," ","0"
"2018","All","Asian","All","Not main scheme application","10","5"," ","0"
"2019","All","Asian","All","Not main scheme application","10","5"," ","0"
"2020","All","Asian","All","Not main scheme application","10","5"," ","0"
"2021","All","Asian","All","Not main scheme application","5","0"," ","0"
"2022","All","Asian","All","Not main scheme application","10","5"," ","0"
"2023","All","Asian","All","Not main scheme application","10","10"," ","0"
"2014","All","Other","All","Not main scheme application","5","5"," ","0"
"2020","All","Other","All","Not main scheme application","5","5"," ","0"
"2023","All","Other","All","Not main scheme application","5","5"," ","0"
"2010","All","White","All","Main scheme application","315","170","0.536","0"
"2011","All","White","All","Main scheme application","295","140","0.483","0"
"2012","All","White","All","Main scheme application","400","185","0.456","0"
"2013","All","White","All","Main scheme application","350","190","0.54","0"
