"Year","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","18","All","Female","36975","17855","0.483"
"2021","18","All","Female","46860","22380","0.47800000000000004"
"2022","18","All","Female","47100","20780","0.441"
"2023","18","All","Female","37065","18750","0.506"
"2019","19","All","Female","16730","6650","0.398"
"2020","19","All","Female","16080","6885","0.428"
"2021","19","All","Female","18605","7535","0.405"
"2022","19","All","Female","18230","6475","0.355"
"2023","19","All","Female","14770","6035","0.40900000000000003"
"2019","20","All","Female","8790","3255","0.37"
"2020","20","All","Female","9320","3820","0.41000000000000003"
"2021","20","All","Female","10340","4040","0.391"
"2022","20","All","Female","9545","3385","0.355"
"2023","20","All","Female","8690","3230","0.371"
"2019","21 - 24","All","Female","17275","6460","0.374"
"2020","21 - 24","All","Female","18910","7840","0.41500000000000004"
"2021","21 - 24","All","Female","22485","8990","0.4"
"2022","21 - 24","All","Female","19100","6915","0.362"
"2023","21 - 24","All","Female","15365","5770","0.376"
"2019","25 - 29","All","Female","12850","5080","0.395"
"2020","25 - 29","All","Female","15140","6575","0.434"
"2021","25 - 29","All","Female","19590","8025","0.41000000000000003"
"2022","25 - 29","All","Female","15565","6045","0.388"
"2023","25 - 29","All","Female","12035","4565","0.379"
"2019","30 - 34","All","Female","8845","3570","0.404"
"2020","30 - 34","All","Female","11130","4755","0.427"
"2021","30 - 34","All","Female","14375","5885","0.40900000000000003"
"2022","30 - 34","All","Female","13320","5110","0.383"
"2023","30 - 34","All","Female","9890","3765","0.381"
"2019","35 and over","All","Female","18775","6565","0.35000000000000003"
"2020","35 and over","All","Female","25580","10000","0.391"
"2021","35 and over","All","Female","30320","10975","0.362"
"2022","35 and over","All","Female","29260","9915","0.339"
"2023","35 and over","All","Female","25960","9295","0.358"
"2019","17 and under","All","Male","30","5"," "
"2020","17 and under","All","Male","35","5"," "
"2021","17 and under","All","Male","60","10","0.2"
"2022","17 and under","All","Male","90","10","0.133"
"2023","17 and under","All","Male","115","10","0.10400000000000001"
"2019","18","All","Male","1520","690","0.453"
"2020","18","All","Male","1485","675","0.455"
"2021","18","All","Male","2170","970","0.447"
"2022","18","All","Male","2685","1190","0.444"
"2023","18","All","Male","2260","1060","0.46900000000000003"
"2019","19","All","Male","1060","420","0.396"
"2020","19","All","Male","1080","475","0.44"
"2021","19","All","Male","1280","490","0.381"
"2022","19","All","Male","1590","475","0.299"
"2023","19","All","Male","1360","495","0.363"
"2019","20","All","Male","770","290","0.377"
"2020","20","All","Male","835","310","0.37"
"2021","20","All","Male","975","340","0.34800000000000003"
"2022","20","All","Male","1165","335","0.28600000000000003"
"2023","20","All","Male","1000","355","0.356"
"2019","21 - 24","All","Male","2105","740","0.35100000000000003"
"2020","21 - 24","All","Male","2015","745","0.37"
"2021","21 - 24","All","Male","2760","955","0.34600000000000003"
"2022","21 - 24","All","Male","2820","815","0.29"
"2023","21 - 24","All","Male","2505","780","0.311"
"2019","25 - 29","All","Male","1845","640","0.34800000000000003"
"2020","25 - 29","All","Male","2275","870","0.382"
"2021","25 - 29","All","Male","2730","980","0.359"
"2022","25 - 29","All","Male","2805","805","0.28600000000000003"
"2023","25 - 29","All","Male","2180","670","0.308"
"2019","30 - 34","All","Male","1440","475","0.328"
"2020","30 - 34","All","Male","1885","645","0.341"
"2021","30 - 34","All","Male","2300","740","0.321"
"2022","30 - 34","All","Male","2255","625","0.277"
"2023","30 - 34","All","Male","2080","590","0.28300000000000003"
"2019","35 and over","All","Male","5270","1570","0.298"
"2020","35 and over","All","Male","7825","2480","0.317"
"2021","35 and over","All","Male","8795","2275","0.258"
"2022","35 and over","All","Male","9290","2345","0.253"
"2023","35 and over","All","Male","8735","2410","0.276"
"2019","All","All","Female","118320","47300","0.4"
"2020","All","All","Female","133605","57880","0.433"
"2021","All","All","Female","163220","67965","0.41600000000000004"
"2022","All","All","Female","152975","58830","0.385"
"2023","All","All","Female","124500","51600","0.41400000000000003"
"2019","All","All","Male","14035","4825","0.34400000000000003"
"2020","All","All","Male","17440","6205","0.356"
"2021","All","All","Male","21075","6760","0.321"
"2022","All","All","Male","22700","6605","0.291"
"2023","All","All","Male","20230","6370","0.315"
"2019","17 and under","Northern Ireland","All","15","5"," "
"2020","17 and under","Northern Ireland","All","5","0"," "
"2021","17 and under","Northern Ireland","All","10","0"," "
"2022","17 and under","Northern Ireland","All","10","5"," "
"2019","18","Northern Ireland","All","3250","935","0.28700000000000003"
"2020","18","Northern Ireland","All","3245","1165","0.36"
"2021","18","Northern Ireland","All","4025","1485","0.368"
"2022","18","Northern Ireland","All","3785","1340","0.354"
"2023","18","Northern Ireland","All","2960","1165","0.394"
"2019","19","Northern Ireland","All","1370","420","0.308"
"2020","19","Northern Ireland","All","1340","580","0.433"
"2021","19","Northern Ireland","All","1455","505","0.34600000000000003"
"2022","19","Northern Ireland","All","1095","360","0.329"
"2023","19","Northern Ireland","All","815","275","0.337"
"2019","20","Northern Ireland","All","700","180","0.257"
"2020","20","Northern Ireland","All","680","260","0.379"
"2021","20","Northern Ireland","All","630","195","0.306"
"2022","20","Northern Ireland","All","640","230","0.358"
"2023","20","Northern Ireland","All","505","190","0.378"
"2019","21 - 24","Northern Ireland","All","1190","360","0.301"
"2020","21 - 24","Northern Ireland","All","1035","410","0.396"
"2021","21 - 24","Northern Ireland","All","1355","405","0.297"
"2022","21 - 24","Northern Ireland","All","965","340","0.35100000000000003"
"2023","21 - 24","Northern Ireland","All","785","315","0.4"
"2019","25 - 29","Northern Ireland","All","625","200","0.318"
"2020","25 - 29","Northern Ireland","All","530","215","0.406"
"2021","25 - 29","Northern Ireland","All","710","200","0.28300000000000003"
"2022","25 - 29","Northern Ireland","All","465","145","0.312"
"2023","25 - 29","Northern Ireland","All","410","170","0.41200000000000003"
"2019","30 - 34","Northern Ireland","All","415","140","0.342"
"2020","30 - 34","Northern Ireland","All","335","140","0.41200000000000003"
"2021","30 - 34","Northern Ireland","All","430","150","0.34900000000000003"
"2022","30 - 34","Northern Ireland","All","405","140","0.341"
"2023","30 - 34","Northern Ireland","All","285","95","0.326"
"2019","35 and over","Northern Ireland","All","460","150","0.328"
"2020","35 and over","Northern Ireland","All","370","170","0.454"
"2021","35 and over","Northern Ireland","All","465","125","0.265"
"2022","35 and over","Northern Ireland","All","505","180","0.36"
"2023","35 and over","Northern Ireland","All","360","140","0.383"
"2019","17 and under","England","All","40","15","0.35000000000000003"
"2020","17 and under","England","All","35","15","0.4"
"2021","17 and under","England","All","55","10"," "
"2022","17 and under","England","All","85","15","0.2"
"2023","17 and under","England","All","105","20","0.19"
"2019","18","England","All","25565","12325","0.482"
"2020","18","England","All","27680","14230","0.514"
"2021","18","England","All","35930","18375","0.511"
"2022","18","England","All","36905","17215","0.466"
"2023","18","England","All","29395","15325","0.521"
"2019","19","England","All","11925","4920","0.41200000000000003"
"2020","19","England","All","11505","5120","0.445"
"2021","19","England","All","13580","5845","0.43"
"2022","19","England","All","13680","5100","0.373"
"2023","19","England","All","11170","4680","0.419"
"2019","20","England","All","6445","2580","0.4"
"2020","20","England","All","7005","3005","0.429"
"2021","20","England","All","7805","3215","0.41200000000000003"
"2022","20","England","All","7315","2630","0.36"
"2023","20","England","All","6850","2685","0.392"
"2019","21 - 24","England","All","13315","5140","0.386"
"2020","21 - 24","England","All","14500","6275","0.433"
"2021","21 - 24","England","All","17455","7440","0.426"
"2022","21 - 24","England","All","15035","5625","0.374"
"2023","21 - 24","England","All","11755","4495","0.382"
"2019","25 - 29","England","All","10280","4070","0.396"
"2020","25 - 29","England","All","12070","5425","0.449"
"2021","25 - 29","England","All","15610","6790","0.435"
"2022","25 - 29","England","All","11940","4795","0.402"
"2023","25 - 29","England","All","8980","3555","0.396"
"2019","30 - 34","England","All","7340","2950","0.402"
"2020","30 - 34","England","All","9535","4125","0.433"
"2021","30 - 34","England","All","12085","5110","0.423"
"2022","30 - 34","England","All","10700","4265","0.399"
"2023","30 - 34","England","All","8135","3115","0.383"
"2019","35 and over","England","All","19645","6595","0.336"
"2020","35 and over","England","All","27995","10565","0.377"
"2021","35 and over","England","All","32720","11175","0.341"
"2022","35 and over","England","All","31805","10100","0.318"
"2023","35 and over","England","All","29045","9720","0.335"
"2019","17 and under","Scotland","All","145","60","0.41400000000000003"
"2020","17 and under","Scotland","All","165","60","0.364"
"2021","17 and under","Scotland","All","225","65","0.28400000000000003"
"2022","17 and under","Scotland","All","230","105","0.452"
"2023","17 and under","Scotland","All","155","80","0.529"
"2019","18","Scotland","All","4180","1885","0.451"
"2020","18","Scotland","All","3880","1745","0.45"
"2021","18","Scotland","All","4730","1985","0.42"
"2022","18","Scotland","All","4520","1950","0.432"
"2023","18","Scotland","All","3335","1860","0.558"
"2019","19","Scotland","All","1815","785","0.433"
"2020","19","Scotland","All","1850","770","0.417"
"2021","19","Scotland","All","1960","785","0.399"
"2022","19","Scotland","All","1685","655","0.388"
"2023","19","Scotland","All","1560","780","0.5"
"2019","20","Scotland","All","1060","360","0.339"
"2020","20","Scotland","All","1090","415","0.381"
"2021","20","Scotland","All","1195","465","0.387"
"2022","20","Scotland","All","1070","430","0.404"
"2023","20","Scotland","All","780","335","0.432"
"2019","21 - 24","Scotland","All","2615","955","0.366"
"2020","21 - 24","Scotland","All","2885","1080","0.375"
"2021","21 - 24","Scotland","All","3230","1140","0.353"
"2022","21 - 24","Scotland","All","2845","1085","0.381"
"2023","21 - 24","Scotland","All","2325","1050","0.452"
"2019","25 - 29","Scotland","All","2160","865","0.401"
"2020","25 - 29","Scotland","All","2695","1060","0.393"
"2021","25 - 29","Scotland","All","3305","1255","0.38"
"2022","25 - 29","Scotland","All","2635","1100","0.417"
"2023","25 - 29","Scotland","All","1870","870","0.466"
"2019","30 - 34","Scotland","All","1495","585","0.391"
"2020","30 - 34","Scotland","All","1700","655","0.385"
"2021","30 - 34","Scotland","All","2230","850","0.38"
"2022","30 - 34","Scotland","All","2055","810","0.395"
"2023","30 - 34","Scotland","All","1400","700","0.499"
"2019","35 and over","Scotland","All","2470","925","0.374"
"2020","35 and over","Scotland","All","3080","1170","0.38"
"2021","35 and over","Scotland","All","3410","1285","0.377"
"2022","35 and over","Scotland","All","3140","1320","0.42"
"2023","35 and over","Scotland","All","2800","1305","0.467"
"2023","17 and under","Wales","All","5","0"," "
"2019","18","Wales","All","1950","795","0.40900000000000003"
"2020","18","Wales","All","2200","905","0.41200000000000003"
"2021","18","Wales","All","2530","1055","0.417"
"2022","18","Wales","All","2455","1005","0.40900000000000003"
"2023","18","Wales","All","1750","880","0.502"
"2019","19","Wales","All","1220","495","0.404"
"2020","19","Wales","All","960","395","0.41400000000000003"
"2021","19","Wales","All","1025","420","0.41000000000000003"
"2022","19","Wales","All","920","370","0.4"
"2023","19","Wales","All","635","285","0.447"
"2019","20","Wales","All","515","185","0.359"
"2020","20","Wales","All","495","185","0.378"
"2021","20","Wales","All","620","225","0.366"
"2022","20","Wales","All","400","165","0.41000000000000003"
"2023","20","Wales","All","385","150","0.392"
"2019","21 - 24","Wales","All","1135","480","0.423"
"2020","21 - 24","Wales","All","1245","500","0.401"
"2021","21 - 24","Wales","All","1350","550","0.40900000000000003"
"2022","21 - 24","Wales","All","955","360","0.378"
"2023","21 - 24","Wales","All","685","270","0.393"
"2019","25 - 29","Wales","All","980","445","0.454"
"2020","25 - 29","Wales","All","1110","505","0.457"
"2021","25 - 29","Wales","All","1135","505","0.446"
"2022","25 - 29","Wales","All","970","435","0.449"
"2023","25 - 29","Wales","All","570","230","0.4"
"2019","30 - 34","Wales","All","590","280","0.47800000000000004"
"2020","30 - 34","Wales","All","705","320","0.452"
"2021","30 - 34","Wales","All","755","325","0.432"
"2022","30 - 34","Wales","All","675","275","0.41000000000000003"
"2023","30 - 34","Wales","All","460","220","0.47400000000000003"
"2019","35 and over","Wales","All","835","340","0.41000000000000003"
"2020","35 and over","Wales","All","940","385","0.40700000000000003"
"2021","35 and over","Wales","All","1000","445","0.447"
"2022","35 and over","Wales","All","910","390","0.427"
"2023","35 and over","Wales","All","695","305","0.44"
"2019","17 and under","Not EU","All","70","10","0.14300000000000002"
"2020","17 and under","Not EU","All","140","30","0.229"
"2021","17 and under","Not EU","All","220","45","0.2"
"2022","17 and under","Not EU","All","440","55","0.13"
"2023","17 and under","Not EU","All","445","45","0.101"
"2019","18","Not EU","All","380","135","0.353"
"2020","18","Not EU","All","485","170","0.355"
"2021","18","Not EU","All","790","170","0.213"
"2022","18","Not EU","All","1235","230","0.188"
"2023","18","Not EU","All","1175","270","0.231"
"2019","19","Not EU","All","275","75","0.265"
"2020","19","Not EU","All","400","115","0.28500000000000003"
"2021","19","Not EU","All","710","120","0.17"
"2022","19","Not EU","All","1650","240","0.147"
"2023","19","Not EU","All","1295","270","0.21"
"2019","20","Not EU","All","190","50","0.258"
"2020","20","Not EU","All","275","70","0.258"
"2021","20","Not EU","All","465","95","0.209"
"2022","20","Not EU","All","780","125","0.158"
"2023","20","Not EU","All","840","120","0.14400000000000002"
"2019","21 - 24","Not EU","All","495","90","0.182"
"2020","21 - 24","Not EU","All","660","145","0.221"
"2021","21 - 24","Not EU","All","1090","190","0.176"
"2022","21 - 24","Not EU","All","1655","220","0.132"
"2023","21 - 24","Not EU","All","1875","285","0.151"
"2019","25 - 29","Not EU","All","490","90","0.188"
"2020","25 - 29","Not EU","All","760","170","0.221"
"2021","25 - 29","Not EU","All","1340","205","0.154"
"2022","25 - 29","Not EU","All","2205","335","0.151"
"2023","25 - 29","Not EU","All","2265","390","0.17200000000000001"
"2019","30 - 34","Not EU","All","365","75","0.20800000000000002"
"2020","30 - 34","Not EU","All","645","135","0.20600000000000002"
"2021","30 - 34","Not EU","All","1095","175","0.158"
"2022","30 - 34","Not EU","All","1685","235","0.138"
"2023","30 - 34","Not EU","All","1650","225","0.136"
"2019","35 and over","Not EU","All","480","80","0.169"
"2020","35 and over","Not EU","All","835","155","0.188"
"2021","35 and over","Not EU","All","1400","200","0.14300000000000002"
"2022","35 and over","Not EU","All","2080","260","0.125"
"2023","35 and over","Not EU","All","1690","205","0.122"
"2019","17 and under","EU (excluding UK)","All","210","50","0.23800000000000002"
"2020","17 and under","EU (excluding UK)","All","165","50","0.297"
"2021","17 and under","EU (excluding UK)","All","190","35","0.184"
"2022","17 and under","EU (excluding UK)","All","185","45","0.232"
"2023","17 and under","EU (excluding UK)","All","125","50","0.384"
"2019","18","EU (excluding UK)","All","800","195","0.243"
"2020","18","EU (excluding UK)","All","970","305","0.313"
"2021","18","EU (excluding UK)","All","1020","280","0.276"
"2022","18","EU (excluding UK)","All","885","225","0.256"
"2023","18","EU (excluding UK)","All","710","310","0.438"
"2019","19","EU (excluding UK)","All","1185","380","0.322"
"2020","19","EU (excluding UK)","All","1105","375","0.34"
"2021","19","EU (excluding UK)","All","1160","350","0.3"
"2022","19","EU (excluding UK)","All","790","225","0.28200000000000003"
"2023","19","EU (excluding UK)","All","650","240","0.368"
"2019","20","EU (excluding UK)","All","650","195","0.297"
"2020","20","EU (excluding UK)","All","615","195","0.317"
"2021","20","EU (excluding UK)","All","605","185","0.304"
"2022","20","EU (excluding UK)","All","505","135","0.271"
"2023","20","EU (excluding UK)","All","325","100","0.311"
"2019","21 - 24","EU (excluding UK)","All","625","175","0.277"
"2020","21 - 24","EU (excluding UK)","All","605","175","0.289"
"2021","21 - 24","EU (excluding UK)","All","770","220","0.28600000000000003"
"2022","21 - 24","EU (excluding UK)","All","470","105","0.219"
"2023","21 - 24","EU (excluding UK)","All","440","140","0.314"
"2019","25 - 29","EU (excluding UK)","All","165","50","0.309"
"2020","25 - 29","EU (excluding UK)","All","250","70","0.28"
"2021","25 - 29","EU (excluding UK)","All","230","50","0.209"
"2022","25 - 29","EU (excluding UK)","All","150","35","0.247"
"2023","25 - 29","EU (excluding UK)","All","115","25","0.2"
"2019","30 - 34","EU (excluding UK)","All","75","10","0.147"
"2020","30 - 34","EU (excluding UK)","All","90","25","0.3"
"2021","30 - 34","EU (excluding UK)","All","80","15","0.213"
"2022","30 - 34","EU (excluding UK)","All","55","5"," "
"2023","30 - 34","EU (excluding UK)","All","35","10"," "
"2019","35 and over","EU (excluding UK)","All","155","40","0.265"
"2020","35 and over","EU (excluding UK)","All","185","35","0.2"
"2021","35 and over","EU (excluding UK)","All","120","25","0.192"
"2022","35 and over","EU (excluding UK)","All","110","10","0.1"
"2023","35 and over","EU (excluding UK)","All","110","25","0.23600000000000002"
"2019","All","Northern Ireland","All","8020","2390","0.298"
"2020","All","Northern Ireland","All","7540","2935","0.39"
"2021","All","Northern Ireland","All","9070","3055","0.337"
"2022","All","Northern Ireland","All","7875","2740","0.34800000000000003"
"2023","All","Northern Ireland","All","6120","2345","0.383"
"2019","All","England","All","94555","38595","0.40800000000000003"
"2020","All","England","All","110325","48760","0.442"
"2021","All","England","All","135240","57955","0.429"
"2022","All","England","All","127460","49755","0.39"
"2023","All","England","All","105445","43590","0.41300000000000003"
"2019","All","Scotland","All","15945","6420","0.403"
"2020","All","Scotland","All","17345","6960","0.401"
"2021","All","Scotland","All","20285","7820","0.386"
"2022","All","Scotland","All","18180","7455","0.41000000000000003"
"2023","All","Scotland","All","14220","6990","0.491"
"2019","All","Wales","All","7225","3025","0.419"
"2020","All","Wales","All","7660","3200","0.418"
"2021","All","Wales","All","8415","3535","0.42"
"2022","All","Wales","All","7280","3000","0.41200000000000003"
"2023","All","Wales","All","5190","2335","0.45"
"2019","All","Not EU","All","2750","605","0.22"
"2020","All","Not EU","All","4205","995","0.23600000000000002"
"2021","All","Not EU","All","7105","1200","0.169"
"2022","All","Not EU","All","11730","1700","0.145"
"2023","All","Not EU","All","11235","1815","0.161"
"2019","All","EU (excluding UK)","All","3860","1095","0.28300000000000003"
"2020","All","EU (excluding UK)","All","3975","1235","0.31"
"2021","All","EU (excluding UK)","All","4180","1155","0.277"
"2022","All","EU (excluding UK)","All","3150","790","0.25"
"2023","All","EU (excluding UK)","All","2515","895","0.356"
"2019","17 and under","All","All","480","135","0.28500000000000003"
"2020","17 and under","All","All","510","155","0.306"
"2021","17 and under","All","All","700","150","0.216"
"2022","17 and under","All","All","945","225","0.23800000000000002"
"2023","17 and under","All","All","845","195","0.231"
"2019","18","All","All","36125","16270","0.45"
"2020","18","All","All","38460","18530","0.482"
"2021","18","All","All","49030","23350","0.47600000000000003"
"2022","18","All","All","49790","21970","0.441"
"2023","18","All","All","39325","19810","0.504"
"2019","19","All","All","17790","7070","0.398"
"2020","19","All","All","17160","7360","0.429"
"2021","19","All","All","19890","8020","0.403"
"2022","19","All","All","19815","6950","0.35100000000000003"
"2023","19","All","All","16125","6530","0.405"
"2019","20","All","All","9560","3545","0.371"
"2020","20","All","All","10155","4130","0.40700000000000003"
"2021","20","All","All","11320","4380","0.387"
"2022","20","All","All","10710","3715","0.34700000000000003"
"2023","20","All","All","9690","3585","0.37"
"2019","21 - 24","All","All","19380","7200","0.371"
"2020","21 - 24","All","All","20925","8590","0.41000000000000003"
"2021","21 - 24","All","All","25245","9945","0.394"
"2022","21 - 24","All","All","21920","7730","0.353"
"2023","21 - 24","All","All","17865","6550","0.367"
"2019","25 - 29","All","All","14695","5720","0.389"
"2020","25 - 29","All","All","17420","7440","0.427"
"2021","25 - 29","All","All","22320","9005","0.403"
"2022","25 - 29","All","All","18370","6850","0.373"
"2023","25 - 29","All","All","14210","5235","0.368"
"2019","30 - 34","All","All","10280","4045","0.393"
"2020","30 - 34","All","All","13010","5400","0.41500000000000004"
"2021","30 - 34","All","All","16675","6620","0.397"
"2022","30 - 34","All","All","15575","5735","0.368"
"2023","30 - 34","All","All","11970","4355","0.364"
"2019","35 and over","All","All","24050","8135","0.338"
"2020","35 and over","All","All","33405","12480","0.374"
"2021","35 and over","All","All","39115","13250","0.339"
"2022","35 and over","All","All","38555","12260","0.318"
"2023","35 and over","All","All","34695","11705","0.337"
"2019","All","All","All","132355","52125","0.394"
"2020","All","All","All","151050","64080","0.424"
"2021","All","All","All","184295","74725","0.405"
"2022","All","All","All","175680","65435","0.372"
"2023","All","All","All","144725","57970","0.401"
