"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2021","All","35 and over","Northern Ireland","Female","1195","450","0.376"
"2022","All","35 and over","Northern Ireland","Female","1005","405","0.402"
"2023","All","35 and over","Northern Ireland","Female","925","450","0.486"
"2006","All","17 and under","England","Female","3605","2425","0.672"
"2007","All","17 and under","England","Female","3980","2625","0.66"
"2008","All","17 and under","England","Female","3490","2100","0.601"
"2009","All","17 and under","England","Female","3415","2025","0.593"
"2010","All","17 and under","England","Female","3460","1830","0.528"
"2011","All","17 and under","England","Female","3005","1725","0.5740000000000001"
"2012","All","17 and under","England","Female","2270","1495","0.658"
"2013","All","17 and under","England","Female","2080","1375","0.661"
"2014","All","17 and under","England","Female","2325","1555","0.668"
"2015","All","17 and under","England","Female","2275","1535","0.675"
"2016","All","17 and under","England","Female","2125","1445","0.68"
"2017","All","17 and under","England","Female","2165","1495","0.6900000000000001"
"2018","All","17 and under","England","Female","2130","1515","0.71"
"2019","All","17 and under","England","Female","2090","1460","0.6980000000000001"
"2020","All","17 and under","England","Female","2235","1545","0.6910000000000001"
"2021","All","17 and under","England","Female","2355","1565","0.664"
"2022","All","17 and under","England","Female","2785","1615","0.581"
"2023","All","17 and under","England","Female","2825","1620","0.5730000000000001"
"2006","All","18","England","Female","556615","397400","0.714"
"2007","All","18","England","Female","569615","405145","0.711"
"2008","All","18","England","Female","514725","373790","0.726"
"2009","All","18","England","Female","540005","385520","0.714"
"2010","All","18","England","Female","575560","390955","0.679"
"2011","All","18","England","Female","584995","387710","0.663"
"2012","All","18","England","Female","563860","392240","0.6960000000000001"
"2013","All","18","England","Female","567010","415145","0.732"
"2014","All","18","England","Female","583980","435070","0.745"
"2015","All","18","England","Female","615465","466215","0.757"
"2016","All","18","England","Female","620835","475820","0.766"
"2017","All","18","England","Female","621920","486680","0.783"
"2018","All","18","England","Female","612265","484605","0.791"
"2019","All","18","England","Female","621170","492895","0.793"
"2020","All","18","England","Female","641640","511395","0.797"
"2021","All","18","England","Female","714800","559155","0.782"
"2022","All","18","England","Female","755805","554460","0.734"
"2023","All","18","England","Female","737215","558595","0.758"
"2006","All","19","England","Female","134500","81190","0.604"
"2007","All","19","England","Female","169245","102600","0.606"
"2008","All","19","England","Female","163175","99775","0.611"
"2009","All","19","England","Female","176060","105405","0.599"
"2010","All","19","England","Female","208655","113285","0.543"
"2011","All","19","England","Female","224705","120980","0.538"
"2012","All","19","England","Female","182515","103375","0.5660000000000001"
"2013","All","19","England","Female","203600","124385","0.611"
"2014","All","19","England","Female","210165","131155","0.624"
"2015","All","19","England","Female","212020","136415","0.643"
"2016","All","19","England","Female","211570","138290","0.654"
"2017","All","19","England","Female","194980","131325","0.674"
"2018","All","19","England","Female","184235","126915","0.6890000000000001"
"2019","All","19","England","Female","179360","124320","0.6930000000000001"
"2020","All","19","England","Female","171835","119625","0.6960000000000001"
"2021","All","19","England","Female","173235","117090","0.676"
"2022","All","19","England","Female","182465","115605","0.634"
"2023","All","19","England","Female","180160","116535","0.647"
"2006","All","20","England","Female","43200","23635","0.547"
"2007","All","20","England","Female","48795","26415","0.541"
"2008","All","20","England","Female","54415","29320","0.539"
"2009","All","20","England","Female","58960","30580","0.519"
"2010","All","20","England","Female","69700","31635","0.454"
"2011","All","20","England","Female","74270","32220","0.434"
"2012","All","20","England","Female","63305","28685","0.453"
"2013","All","20","England","Female","63910","31905","0.499"
"2014","All","20","England","Female","69570","35535","0.511"
"2015","All","20","England","Female","65855","34270","0.52"
"2016","All","20","England","Female","63520","33760","0.531"
"2017","All","20","England","Female","60315","34600","0.5740000000000001"
"2018","All","20","England","Female","56765","34105","0.601"
"2019","All","20","England","Female","54995","33680","0.612"
"2020","All","20","England","Female","57020","35640","0.625"
"2021","All","20","England","Female","57065","34690","0.608"
"2022","All","20","England","Female","55620","31615","0.5680000000000001"
"2023","All","20","England","Female","55060","32245","0.586"
"2006","All","21 - 24","England","Female","61140","27970","0.457"
"2007","All","21 - 24","England","Female","68090","30525","0.448"
"2008","All","21 - 24","England","Female","74435","33510","0.45"
"2009","All","21 - 24","England","Female","86775","36700","0.423"
"2010","All","21 - 24","England","Female","106965","37885","0.354"
"2011","All","21 - 24","England","Female","111130","37020","0.333"
"2012","All","21 - 24","England","Female","100140","33650","0.336"
"2013","All","21 - 24","England","Female","102205","37870","0.371"
"2014","All","21 - 24","England","Female","107445","40675","0.379"
"2015","All","21 - 24","England","Female","101835","41320","0.406"
"2016","All","21 - 24","England","Female","96330","39580","0.41100000000000003"
"2017","All","21 - 24","England","Female","83555","38505","0.461"
"2018","All","21 - 24","England","Female","78220","39105","0.5"
"2019","All","21 - 24","England","Female","74950","38350","0.512"
"2020","All","21 - 24","England","Female","77125","40780","0.529"
"2021","All","21 - 24","England","Female","87490","43270","0.495"
"2022","All","21 - 24","England","Female","80840","36070","0.446"
"2023","All","21 - 24","England","Female","69765","31640","0.454"
"2006","All","25 - 29","England","Female","27805","11835","0.426"
"2007","All","25 - 29","England","Female","29770","12745","0.428"
"2008","All","25 - 29","England","Female","34760","14970","0.431"
"2009","All","25 - 29","England","Female","41005","16435","0.401"
"2010","All","25 - 29","England","Female","53625","17200","0.321"
"2011","All","25 - 29","England","Female","57270","16575","0.289"
"2012","All","25 - 29","England","Female","51310","14800","0.28800000000000003"
"2013","All","25 - 29","England","Female","52315","16365","0.313"
"2014","All","25 - 29","England","Female","55255","18160","0.329"
"2015","All","25 - 29","England","Female","53010","18850","0.356"
"2016","All","25 - 29","England","Female","53015","18895","0.356"
"2017","All","25 - 29","England","Female","41520","17135","0.41300000000000003"
"2018","All","25 - 29","England","Female","36385","17135","0.47100000000000003"
"2019","All","25 - 29","England","Female","35420","16855","0.47600000000000003"
"2020","All","25 - 29","England","Female","37455","19050","0.509"
"2021","All","25 - 29","England","Female","45055","21115","0.46900000000000003"
"2022","All","25 - 29","England","Female","36965","16370","0.443"
"2023","All","25 - 29","England","Female","29175","12815","0.439"
"2006","All","30 - 34","England","Female","15390","6790","0.441"
"2007","All","30 - 34","England","Female","15030","6335","0.421"
"2008","All","30 - 34","England","Female","18515","7995","0.432"
"2009","All","30 - 34","England","Female","22800","9200","0.404"
"2010","All","30 - 34","England","Female","30605","9565","0.313"
"2011","All","30 - 34","England","Female","33865","9515","0.281"
"2012","All","30 - 34","England","Female","31555","8615","0.273"
"2013","All","30 - 34","England","Female","30810","9250","0.3"
"2014","All","30 - 34","England","Female","32030","10185","0.318"
"2015","All","30 - 34","England","Female","30040","10300","0.343"
"2016","All","30 - 34","England","Female","30295","10325","0.341"
"2017","All","30 - 34","England","Female","23565","9600","0.40700000000000003"
"2018","All","30 - 34","England","Female","20970","9765","0.466"
"2019","All","30 - 34","England","Female","20305","10080","0.496"
"2020","All","30 - 34","England","Female","22725","11655","0.513"
"2021","All","30 - 34","England","Female","27445","13120","0.47800000000000004"
"2022","All","30 - 34","England","Female","24450","11065","0.452"
"2023","All","30 - 34","England","Female","19140","8570","0.448"
"2006","All","35 and over","England","Female","23465","11455","0.488"
"2007","All","35 and over","England","Female","24530","11675","0.47600000000000003"
"2008","All","35 and over","England","Female","30565","14410","0.47200000000000003"
"2009","All","35 and over","England","Female","36225","15730","0.434"
"2010","All","35 and over","England","Female","49075","16070","0.327"
"2011","All","35 and over","England","Female","52780","15290","0.29"
"2012","All","35 and over","England","Female","47555","13455","0.28300000000000003"
"2013","All","35 and over","England","Female","45325","13615","0.3"
"2014","All","35 and over","England","Female","49835","15615","0.313"
"2015","All","35 and over","England","Female","47915","15570","0.325"
"2016","All","35 and over","England","Female","51395","16885","0.328"
"2017","All","35 and over","England","Female","41780","16115","0.386"
"2018","All","35 and over","England","Female","36825","16895","0.459"
"2019","All","35 and over","England","Female","37215","17490","0.47000000000000003"
"2020","All","35 and over","England","Female","43595","21075","0.483"
"2021","All","35 and over","England","Female","50295","22675","0.451"
"2022","All","35 and over","England","Female","46800","20055","0.429"
"2023","All","35 and over","England","Female","43225","19195","0.444"
"2006","All","17 and under","Scotland","Female","2880","2070","0.718"
"2007","All","17 and under","Scotland","Female","2765","2070","0.748"
"2008","All","17 and under","Scotland","Female","2275","1740","0.764"
"2009","All","17 and under","Scotland","Female","2210","1645","0.743"
"2010","All","17 and under","Scotland","Female","2300","1430","0.621"
"2011","All","17 and under","Scotland","Female","2180","1330","0.61"
"2012","All","17 and under","Scotland","Female","1935","1250","0.645"
"2013","All","17 and under","Scotland","Female","1575","925","0.587"
"2014","All","17 and under","Scotland","Female","1695","1035","0.611"
"2015","All","17 and under","Scotland","Female","1760","1110","0.631"
"2016","All","17 and under","Scotland","Female","1830","1080","0.591"
"2017","All","17 and under","Scotland","Female","1845","1075","0.583"
"2018","All","17 and under","Scotland","Female","1795","1170","0.653"
"2019","All","17 and under","Scotland","Female","1835","1150","0.628"
"2020","All","17 and under","Scotland","Female","2050","1305","0.637"
"2021","All","17 and under","Scotland","Female","2510","1360","0.541"
"2022","All","17 and under","Scotland","Female","2635","1480","0.562"
"2023","All","17 and under","Scotland","Female","2295","1475","0.643"
"2006","All","18","Scotland","Female","48705","34350","0.705"
"2007","All","18","Scotland","Female","47345","33120","0.7000000000000001"
"2008","All","18","Scotland","Female","42585","30915","0.726"
"2009","All","18","Scotland","Female","42800","31645","0.739"
"2010","All","18","Scotland","Female","49555","30560","0.617"
"2011","All","18","Scotland","Female","49540","27120","0.547"
"2012","All","18","Scotland","Female","49935","28890","0.579"
"2013","All","18","Scotland","Female","49575","28945","0.584"
"2014","All","18","Scotland","Female","51950","31510","0.607"
"2015","All","18","Scotland","Female","52855","31185","0.59"
"2016","All","18","Scotland","Female","53130","30600","0.5760000000000001"
"2017","All","18","Scotland","Female","52390","30980","0.591"
"2018","All","18","Scotland","Female","50700","30860","0.609"
"2019","All","18","Scotland","Female","50065","31290","0.625"
"2020","All","18","Scotland","Female","48510","31685","0.653"
"2021","All","18","Scotland","Female","57365","34970","0.61"
"2022","All","18","Scotland","Female","57400","35570","0.62"
"2023","All","18","Scotland","Female","54035","36670","0.679"
"2006","All","19","Scotland","Female","8875","5235","0.59"
"2007","All","19","Scotland","Female","9515","5545","0.583"
"2008","All","19","Scotland","Female","8375","5295","0.632"
"2009","All","19","Scotland","Female","8945","5570","0.623"
"2010","All","19","Scotland","Female","12025","5950","0.495"
"2011","All","19","Scotland","Female","13500","5975","0.443"
"2012","All","19","Scotland","Female","13990","6400","0.457"
"2013","All","19","Scotland","Female","13430","6565","0.489"
"2014","All","19","Scotland","Female","13645","6875","0.504"
"2015","All","19","Scotland","Female","14150","6950","0.491"
"2016","All","19","Scotland","Female","15015","7385","0.492"
"2017","All","19","Scotland","Female","14820","7540","0.509"
"2018","All","19","Scotland","Female","15075","8005","0.531"
"2019","All","19","Scotland","Female","14540","7840","0.539"
"2020","All","19","Scotland","Female","13620","7550","0.554"
"2021","All","19","Scotland","Female","15290","8075","0.528"
"2022","All","19","Scotland","Female","15160","8080","0.533"
"2023","All","19","Scotland","Female","14895","8870","0.595"
"2006","All","20","Scotland","Female","4870","2670","0.548"
"2007","All","20","Scotland","Female","5450","3030","0.556"
"2008","All","20","Scotland","Female","5055","2930","0.579"
"2009","All","20","Scotland","Female","5255","3070","0.584"
"2010","All","20","Scotland","Female","6845","3060","0.447"
"2011","All","20","Scotland","Female","7990","3105","0.388"
"2012","All","20","Scotland","Female","7965","3275","0.41100000000000003"
"2013","All","20","Scotland","Female","8575","3630","0.423"
"2014","All","20","Scotland","Female","8880","3895","0.439"
"2015","All","20","Scotland","Female","8945","3865","0.432"
"2016","All","20","Scotland","Female","9230","4025","0.436"
"2017","All","20","Scotland","Female","9655","4360","0.451"
"2018","All","20","Scotland","Female","9345","4425","0.47400000000000003"
"2019","All","20","Scotland","Female","8290","3940","0.47600000000000003"
"2020","All","20","Scotland","Female","7775","3890","0.5"
"2021","All","20","Scotland","Female","8890","4175","0.47000000000000003"
"2022","All","20","Scotland","Female","7735","3830","0.495"
"2023","All","20","Scotland","Female","7230","3925","0.543"
"2006","All","21 - 24","Scotland","Female","7305","3855","0.528"
"2007","All","21 - 24","Scotland","Female","8055","4260","0.529"
"2008","All","21 - 24","Scotland","Female","7885","4375","0.555"
"2009","All","21 - 24","Scotland","Female","8165","4460","0.546"
"2010","All","21 - 24","Scotland","Female","11595","4695","0.405"
"2011","All","21 - 24","Scotland","Female","13010","4745","0.365"
"2012","All","21 - 24","Scotland","Female","12940","4755","0.367"
"2013","All","21 - 24","Scotland","Female","13660","5205","0.381"
"2014","All","21 - 24","Scotland","Female","15105","5825","0.386"
"2015","All","21 - 24","Scotland","Female","19025","6445","0.339"
"2016","All","21 - 24","Scotland","Female","18855","6625","0.35100000000000003"
"2017","All","21 - 24","Scotland","Female","19275","7200","0.373"
"2018","All","21 - 24","Scotland","Female","19400","7555","0.389"
"2019","All","21 - 24","Scotland","Female","18480","7460","0.404"
"2020","All","21 - 24","Scotland","Female","19240","7865","0.40900000000000003"
"2021","All","21 - 24","Scotland","Female","21240","7810","0.368"
"2022","All","21 - 24","Scotland","Female","17275","6995","0.405"
"2023","All","21 - 24","Scotland","Female","15770","7175","0.455"
"2006","All","25 - 29","Scotland","Female","2895","1590","0.549"
"2007","All","25 - 29","Scotland","Female","3330","1820","0.546"
"2008","All","25 - 29","Scotland","Female","3160","1685","0.534"
"2009","All","25 - 29","Scotland","Female","3505","1965","0.56"
"2010","All","25 - 29","Scotland","Female","5335","2130","0.4"
"2011","All","25 - 29","Scotland","Female","5850","2105","0.36"
"2012","All","25 - 29","Scotland","Female","5815","2075","0.356"
"2013","All","25 - 29","Scotland","Female","5685","2145","0.377"
"2014","All","25 - 29","Scotland","Female","6575","2410","0.367"
"2015","All","25 - 29","Scotland","Female","9815","3195","0.326"
"2016","All","25 - 29","Scotland","Female","10465","3430","0.328"
"2017","All","25 - 29","Scotland","Female","10685","3705","0.34700000000000003"
"2018","All","25 - 29","Scotland","Female","10115","3730","0.369"
"2019","All","25 - 29","Scotland","Female","9850","3640","0.369"
"2020","All","25 - 29","Scotland","Female","10730","4335","0.404"
"2021","All","25 - 29","Scotland","Female","13390","4855","0.363"
"2022","All","25 - 29","Scotland","Female","10160","4180","0.41200000000000003"
"2023","All","25 - 29","Scotland","Female","7535","3410","0.453"
"2006","All","30 - 34","Scotland","Female","1445","895","0.618"
"2007","All","30 - 34","Scotland","Female","1335","765","0.5740000000000001"
"2008","All","30 - 34","Scotland","Female","1210","715","0.591"
"2009","All","30 - 34","Scotland","Female","1545","855","0.552"
"2010","All","30 - 34","Scotland","Female","2560","1085","0.425"
"2011","All","30 - 34","Scotland","Female","3055","1100","0.361"
"2012","All","30 - 34","Scotland","Female","2650","1030","0.389"
"2013","All","30 - 34","Scotland","Female","2775","1080","0.39"
"2014","All","30 - 34","Scotland","Female","3100","1175","0.38"
"2015","All","30 - 34","Scotland","Female","4410","1555","0.353"
"2016","All","30 - 34","Scotland","Female","4705","1580","0.336"
"2017","All","30 - 34","Scotland","Female","5140","1955","0.38"
"2018","All","30 - 34","Scotland","Female","4950","1915","0.387"
"2019","All","30 - 34","Scotland","Female","4880","1950","0.4"
"2020","All","30 - 34","Scotland","Female","5185","2115","0.40800000000000003"
"2021","All","30 - 34","Scotland","Female","6455","2405","0.373"
"2022","All","30 - 34","Scotland","Female","5350","2215","0.41400000000000003"
"2023","All","30 - 34","Scotland","Female","3960","1895","0.47800000000000004"
"2006","All","35 and over","Scotland","Female","2425","1505","0.621"
"2007","All","35 and over","Scotland","Female","2415","1525","0.631"
"2008","All","35 and over","Scotland","Female","1900","1200","0.633"
"2009","All","35 and over","Scotland","Female","2260","1425","0.63"
"2010","All","35 and over","Scotland","Female","3950","1925","0.488"
"2011","All","35 and over","Scotland","Female","3970","1660","0.419"
"2012","All","35 and over","Scotland","Female","3635","1445","0.398"
"2013","All","35 and over","Scotland","Female","3550","1500","0.423"
"2014","All","35 and over","Scotland","Female","4080","1645","0.403"
"2015","All","35 and over","Scotland","Female","5515","2010","0.365"
"2016","All","35 and over","Scotland","Female","6325","2155","0.341"
"2017","All","35 and over","Scotland","Female","6745","2595","0.384"
"2018","All","35 and over","Scotland","Female","7555","2920","0.387"
"2019","All","35 and over","Scotland","Female","7720","3010","0.39"
"2020","All","35 and over","Scotland","Female","8580","3530","0.41200000000000003"
"2021","All","35 and over","Scotland","Female","9220","3515","0.381"
"2022","All","35 and over","Scotland","Female","7860","3410","0.434"
"2023","All","35 and over","Scotland","Female","6605","3105","0.47000000000000003"
"2006","All","17 and under","Wales","Female","205","135","0.663"
"2007","All","17 and under","Wales","Female","170","105","0.612"
"2008","All","17 and under","Wales","Female","145","110","0.752"
"2009","All","17 and under","Wales","Female","110","75","0.673"
"2010","All","17 and under","Wales","Female","130","80","0.623"
"2011","All","17 and under","Wales","Female","125","80","0.648"
"2012","All","17 and under","Wales","Female","55","40","0.709"
"2013","All","17 and under","Wales","Female","100","70","0.72"
"2014","All","17 and under","Wales","Female","65","55","0.862"
"2015","All","17 and under","Wales","Female","80","55","0.7000000000000001"
"2016","All","17 and under","Wales","Female","60","35","0.583"
"2017","All","17 and under","Wales","Female","45","35","0.733"
"2018","All","17 and under","Wales","Female","75","60","0.773"
"2019","All","17 and under","Wales","Female","75","65","0.853"
"2020","All","17 and under","Wales","Female","70","50","0.743"
"2021","All","17 and under","Wales","Female","50","35","0.7000000000000001"
"2022","All","17 and under","Wales","Female","80","40","0.525"
"2023","All","17 and under","Wales","Female","95","55","0.558"
"2006","All","18","Wales","Female","33250","22785","0.685"
"2007","All","18","Wales","Female","31895","22135","0.6940000000000001"
"2008","All","18","Wales","Female","28705","20595","0.718"
"2009","All","18","Wales","Female","30205","21585","0.715"
"2010","All","18","Wales","Female","30690","21120","0.6880000000000001"
"2011","All","18","Wales","Female","30215","20035","0.663"
"2012","All","18","Wales","Female","30480","21215","0.6960000000000001"
"2013","All","18","Wales","Female","29235","21115","0.722"
"2014","All","18","Wales","Female","30195","22350","0.74"
"2015","All","18","Wales","Female","31930","24070","0.754"
"2016","All","18","Wales","Female","32160","24560","0.764"
"2017","All","18","Wales","Female","30950","24245","0.783"
"2018","All","18","Wales","Female","30085","23730","0.789"
"2019","All","18","Wales","Female","29565","23475","0.794"
"2020","All","18","Wales","Female","29820","23665","0.794"
"2021","All","18","Wales","Female","35210","27185","0.772"
"2022","All","18","Wales","Female","36350","26505","0.729"
"2023","All","18","Wales","Female","33510","25910","0.773"
"2006","All","19","Wales","Female","6950","3930","0.5650000000000001"
"2007","All","19","Wales","Female","7580","4360","0.5750000000000001"
"2008","All","19","Wales","Female","7430","4430","0.596"
"2009","All","19","Wales","Female","7700","4535","0.589"
"2010","All","19","Wales","Female","9025","4875","0.54"
"2011","All","19","Wales","Female","10040","5285","0.526"
"2012","All","19","Wales","Female","9770","5530","0.5660000000000001"
"2013","All","19","Wales","Female","9770","6015","0.616"
"2014","All","19","Wales","Female","10025","6300","0.629"
"2015","All","19","Wales","Female","9740","6220","0.639"
"2016","All","19","Wales","Female","10055","6570","0.653"
"2017","All","19","Wales","Female","9290","6195","0.667"
"2018","All","19","Wales","Female","9215","6450","0.7000000000000001"
"2019","All","19","Wales","Female","9135","6225","0.681"
"2020","All","19","Wales","Female","8910","6345","0.712"
"2021","All","19","Wales","Female","9365","6470","0.6910000000000001"
"2022","All","19","Wales","Female","8770","5555","0.633"
"2023","All","19","Wales","Female","8260","5445","0.659"
"2006","All","20","Wales","Female","2110","1060","0.502"
"2007","All","20","Wales","Female","2205","1185","0.538"
"2008","All","20","Wales","Female","2545","1435","0.5630000000000001"
"2009","All","20","Wales","Female","2665","1405","0.526"
"2010","All","20","Wales","Female","2795","1305","0.468"
"2011","All","20","Wales","Female","3510","1530","0.435"
"2012","All","20","Wales","Female","3430","1585","0.462"
"2013","All","20","Wales","Female","3130","1640","0.524"
"2014","All","20","Wales","Female","3160","1710","0.541"
"2015","All","20","Wales","Female","3360","1825","0.543"
"2016","All","20","Wales","Female","3290","1890","0.5740000000000001"
"2017","All","20","Wales","Female","3260","1905","0.584"
"2018","All","20","Wales","Female","2955","1815","0.614"
"2019","All","20","Wales","Female","2820","1670","0.593"
"2020","All","20","Wales","Female","2580","1575","0.611"
"2021","All","20","Wales","Female","3065","1790","0.585"
"2022","All","20","Wales","Female","2925","1725","0.59"
"2023","All","20","Wales","Female","2725","1575","0.578"
"2006","All","21 - 24","Wales","Female","3315","1470","0.443"
"2007","All","21 - 24","Wales","Female","3500","1565","0.448"
"2008","All","21 - 24","Wales","Female","3740","1710","0.457"
"2009","All","21 - 24","Wales","Female","4265","1860","0.436"
"2010","All","21 - 24","Wales","Female","4755","1760","0.37"
"2011","All","21 - 24","Wales","Female","5415","1880","0.34700000000000003"
"2012","All","21 - 24","Wales","Female","5625","1905","0.338"
"2013","All","21 - 24","Wales","Female","5530","1990","0.359"
"2014","All","21 - 24","Wales","Female","5665","2270","0.401"
"2015","All","21 - 24","Wales","Female","5275","2040","0.387"
"2016","All","21 - 24","Wales","Female","5555","2320","0.417"
"2017","All","21 - 24","Wales","Female","4800","2405","0.501"
"2018","All","21 - 24","Wales","Female","4250","2155","0.507"
"2019","All","21 - 24","Wales","Female","4370","2225","0.509"
"2020","All","21 - 24","Wales","Female","4575","2310","0.505"
"2021","All","21 - 24","Wales","Female","4900","2345","0.47800000000000004"
"2022","All","21 - 24","Wales","Female","5325","2535","0.47600000000000003"
"2023","All","21 - 24","Wales","Female","4890","2350","0.481"
"2006","All","25 - 29","Wales","Female","1590","665","0.418"
"2007","All","25 - 29","Wales","Female","1695","725","0.428"
"2008","All","25 - 29","Wales","Female","1655","795","0.48"
"2009","All","25 - 29","Wales","Female","1915","840","0.438"
"2010","All","25 - 29","Wales","Female","2470","845","0.342"
"2011","All","25 - 29","Wales","Female","2850","880","0.308"
"2012","All","25 - 29","Wales","Female","2645","880","0.332"
"2013","All","25 - 29","Wales","Female","2845","940","0.33"
"2014","All","25 - 29","Wales","Female","2920","1105","0.379"
"2015","All","25 - 29","Wales","Female","2795","1135","0.405"
"2016","All","25 - 29","Wales","Female","2720","1085","0.399"
"2017","All","25 - 29","Wales","Female","2710","1200","0.442"
"2018","All","25 - 29","Wales","Female","2495","1200","0.481"
"2019","All","25 - 29","Wales","Female","2320","1175","0.506"
"2020","All","25 - 29","Wales","Female","2470","1260","0.509"
"2021","All","25 - 29","Wales","Female","2925","1265","0.432"
"2022","All","25 - 29","Wales","Female","2685","1265","0.47100000000000003"
"2023","All","25 - 29","Wales","Female","2070","975","0.47200000000000003"
"2006","All","30 - 34","Wales","Female","985","450","0.457"
"2007","All","30 - 34","Wales","Female","955","450","0.47100000000000003"
"2008","All","30 - 34","Wales","Female","860","435","0.506"
"2009","All","30 - 34","Wales","Female","1005","440","0.437"
"2010","All","30 - 34","Wales","Female","1185","425","0.359"
"2011","All","30 - 34","Wales","Female","1365","425","0.311"
"2012","All","30 - 34","Wales","Female","1390","450","0.322"
"2013","All","30 - 34","Wales","Female","1320","440","0.334"
"2014","All","30 - 34","Wales","Female","1450","575","0.395"
"2015","All","30 - 34","Wales","Female","1375","615","0.448"
"2016","All","30 - 34","Wales","Female","1450","590","0.40800000000000003"
"2017","All","30 - 34","Wales","Female","1290","620","0.47900000000000004"
"2018","All","30 - 34","Wales","Female","1295","675","0.52"
"2019","All","30 - 34","Wales","Female","1295","655","0.507"
"2020","All","30 - 34","Wales","Female","1465","745","0.509"
"2021","All","30 - 34","Wales","Female","1630","750","0.461"
"2022","All","30 - 34","Wales","Female","1515","665","0.439"
"2023","All","30 - 34","Wales","Female","1160","555","0.47800000000000004"
"2006","All","35 and over","Wales","Female","1565","760","0.487"
"2007","All","35 and over","Wales","Female","1605","820","0.511"
"2008","All","35 and over","Wales","Female","1230","685","0.557"
"2009","All","35 and over","Wales","Female","1510","785","0.519"
"2010","All","35 and over","Wales","Female","1680","710","0.423"
"2011","All","35 and over","Wales","Female","1825","635","0.34800000000000003"
"2012","All","35 and over","Wales","Female","1975","675","0.342"
"2013","All","35 and over","Wales","Female","1755","650","0.37"
"2014","All","35 and over","Wales","Female","1770","760","0.431"
"2015","All","35 and over","Wales","Female","1745","795","0.454"
"2016","All","35 and over","Wales","Female","1815","835","0.46"
"2017","All","35 and over","Wales","Female","1655","875","0.528"
"2018","All","35 and over","Wales","Female","1715","945","0.55"
"2019","All","35 and over","Wales","Female","1750","920","0.525"
"2020","All","35 and over","Wales","Female","1810","980","0.543"
"2021","All","35 and over","Wales","Female","2080","1030","0.496"
"2022","All","35 and over","Wales","Female","1950","965","0.494"
"2023","All","35 and over","Wales","Female","1595","830","0.52"
"2006","All","17 and under","Not EU","Female","5685","3375","0.593"
"2007","All","17 and under","Not EU","Female","6245","3720","0.596"
"2008","All","17 and under","Not EU","Female","6150","3600","0.585"
"2009","All","17 and under","Not EU","Female","6675","4030","0.604"
"2010","All","17 and under","Not EU","Female","7745","4530","0.585"
"2011","All","17 and under","Not EU","Female","8515","4940","0.58"
"2012","All","17 and under","Not EU","Female","10220","6230","0.609"
"2013","All","17 and under","Not EU","Female","12120","7465","0.616"
"2014","All","17 and under","Not EU","Female","13995","8495","0.607"
"2015","All","17 and under","Not EU","Female","13600","8695","0.639"
"2016","All","17 and under","Not EU","Female","15045","9735","0.647"
"2017","All","17 and under","Not EU","Female","16350","10675","0.653"
"2018","All","17 and under","Not EU","Female","19575","12935","0.661"
"2019","All","17 and under","Not EU","Female","18645","12160","0.652"
"2020","All","17 and under","Not EU","Female","22220","14880","0.67"
"2021","All","17 and under","Not EU","Female","25965","15685","0.604"
"2022","All","17 and under","Not EU","Female","31295","17155","0.548"
"2023","All","17 and under","Not EU","Female","29205","15970","0.547"
"2006","All","18","Not EU","Female","26775","17945","0.67"
"2007","All","18","Not EU","Female","30090","20150","0.67"
"2008","All","18","Not EU","Female","27685","18430","0.666"
"2009","All","18","Not EU","Female","30870","20165","0.653"
"2010","All","18","Not EU","Female","34605","22405","0.647"
"2011","All","18","Not EU","Female","39205","25340","0.646"
"2012","All","18","Not EU","Female","44490","28835","0.648"
"2013","All","18","Not EU","Female","51385","33955","0.661"
"2014","All","18","Not EU","Female","56340","37330","0.663"
"2015","All","18","Not EU","Female","60690","41395","0.682"
"2016","All","18","Not EU","Female","61815","42805","0.6920000000000001"
"2017","All","18","Not EU","Female","65495","46065","0.7030000000000001"
"2018","All","18","Not EU","Female","75075","52390","0.6980000000000001"
"2019","All","18","Not EU","Female","83585","58650","0.7020000000000001"
"2020","All","18","Not EU","Female","92670","65695","0.709"
"2021","All","18","Not EU","Female","109850","70380","0.641"
"2022","All","18","Not EU","Female","119460","69755","0.584"
"2023","All","18","Not EU","Female","123825","72160","0.583"
"2006","All","19","Not EU","Female","23415","15460","0.66"
"2007","All","19","Not EU","Female","26095","17305","0.663"
"2008","All","19","Not EU","Female","24955","16135","0.647"
"2009","All","19","Not EU","Female","26755","17225","0.644"
"2010","All","19","Not EU","Female","30670","19410","0.633"
"2011","All","19","Not EU","Female","33930","21130","0.623"
"2012","All","19","Not EU","Female","36995","23470","0.634"
"2013","All","19","Not EU","Female","37985","24030","0.633"
"2014","All","19","Not EU","Female","42650","27425","0.643"
"2015","All","19","Not EU","Female","42835","27780","0.649"
"2016","All","19","Not EU","Female","40885","27175","0.665"
"2017","All","19","Not EU","Female","41355","27985","0.677"
"2018","All","19","Not EU","Female","42450","28155","0.663"
"2019","All","19","Not EU","Female","46740","31170","0.667"
"2020","All","19","Not EU","Female","50990","34310","0.673"
"2021","All","19","Not EU","Female","53230","32870","0.618"
"2022","All","19","Not EU","Female","55280","30905","0.559"
"2023","All","19","Not EU","Female","57400","31940","0.556"
"2006","All","20","Not EU","Female","11755","7365","0.626"
