"Year","Achieved SQA advanced higher points","Ethnic group","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2010","5 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.8260000000000001","0"
"2011","5 point(s)","White","Main scheme applicant","Main scheme application","30","30","0.933","0"
"2012","5 point(s)","White","Main scheme applicant","Main scheme application","30","25","0.767","0"
"2013","5 point(s)","White","Main scheme applicant","Main scheme application","30","25","0.897","0"
"2014","5 point(s)","White","Main scheme applicant","Main scheme application","30","25","0.9","0"
"2015","5 point(s)","White","Main scheme applicant","Main scheme application","35","25","0.771","0"
"2016","5 point(s)","White","Main scheme applicant","Main scheme application","30","25","0.8210000000000001","0"
"2017","5 point(s)","White","Main scheme applicant","Main scheme application","30","25","0.8280000000000001","0"
"2018","5 point(s)","White","Main scheme applicant","Main scheme application","30","30","0.875","0"
"2019","5 point(s)","White","Main scheme applicant","Main scheme application","40","35","0.868","0"
"2020","5 point(s)","White","Main scheme applicant","Main scheme application","25","20","0.783","0"
"2021","5 point(s)","White","Main scheme applicant","Main scheme application","20","15","0.81","0"
"2022","5 point(s)","White","Main scheme applicant","Main scheme application","50","45","0.898","0"
"2023","5 point(s)","White","Main scheme applicant","Main scheme application","55","50","0.875","0"
"2010","6 point(s)","White","Main scheme applicant","Main scheme application","65","60","0.881","0"
"2011","6 point(s)","White","Main scheme applicant","Main scheme application","55","45","0.8150000000000001","0"
"2012","6 point(s)","White","Main scheme applicant","Main scheme application","65","55","0.851","0"
"2013","6 point(s)","White","Main scheme applicant","Main scheme application","65","55","0.864","0"
"2014","6 point(s)","White","Main scheme applicant","Main scheme application","75","65","0.892","0"
"2015","6 point(s)","White","Main scheme applicant","Main scheme application","65","55","0.8280000000000001","0"
"2016","6 point(s)","White","Main scheme applicant","Main scheme application","60","55","0.917","0"
"2017","6 point(s)","White","Main scheme applicant","Main scheme application","65","60","0.879","0"
"2018","6 point(s)","White","Main scheme applicant","Main scheme application","70","60","0.847","0"
"2019","6 point(s)","White","Main scheme applicant","Main scheme application","75","65","0.867","0"
"2020","6 point(s)","White","Main scheme applicant","Main scheme application","40","40","0.929","0"
"2021","6 point(s)","White","Main scheme applicant","Main scheme application","35","30","0.882","0"
"2022","6 point(s)","White","Main scheme applicant","Main scheme application","90","75","0.8150000000000001","0"
"2023","6 point(s)","White","Main scheme applicant","Main scheme application","90","85","0.9460000000000001","0"
"2010","7 point(s)","White","Main scheme applicant","Main scheme application","95","90","0.907","0"
"2011","7 point(s)","White","Main scheme applicant","Main scheme application","110","100","0.908","0"
"2012","7 point(s)","White","Main scheme applicant","Main scheme application","110","90","0.8200000000000001","0"
"2013","7 point(s)","White","Main scheme applicant","Main scheme application","110","95","0.87","0"
"2014","7 point(s)","White","Main scheme applicant","Main scheme application","120","105","0.877","0"
"2015","7 point(s)","White","Main scheme applicant","Main scheme application","115","100","0.894","0"
"2016","7 point(s)","White","Main scheme applicant","Main scheme application","90","80","0.88","0"
"2017","7 point(s)","White","Main scheme applicant","Main scheme application","105","95","0.886","0"
"2018","7 point(s)","White","Main scheme applicant","Main scheme application","110","100","0.891","0"
"2019","7 point(s)","White","Main scheme applicant","Main scheme application","105","100","0.933","0"
"2020","7 point(s)","White","Main scheme applicant","Main scheme application","75","65","0.88","0"
"2021","7 point(s)","White","Main scheme applicant","Main scheme application","65","55","0.836","0"
"2022","7 point(s)","White","Main scheme applicant","Main scheme application","135","120","0.902","0"
"2023","7 point(s)","White","Main scheme applicant","Main scheme application","135","125","0.92","0"
"2010","8 point(s)","White","Main scheme applicant","Main scheme application","160","145","0.899","0"
"2011","8 point(s)","White","Main scheme applicant","Main scheme application","165","155","0.922","0"
"2012","8 point(s)","White","Main scheme applicant","Main scheme application","155","135","0.858","0"
"2013","8 point(s)","White","Main scheme applicant","Main scheme application","165","145","0.879","0"
"2014","8 point(s)","White","Main scheme applicant","Main scheme application","195","170","0.881","0"
"2015","8 point(s)","White","Main scheme applicant","Main scheme application","155","140","0.909","0"
"2016","8 point(s)","White","Main scheme applicant","Main scheme application","150","140","0.933","0"
"2017","8 point(s)","White","Main scheme applicant","Main scheme application","140","130","0.935","0"
"2018","8 point(s)","White","Main scheme applicant","Main scheme application","170","155","0.911","0"
"2019","8 point(s)","White","Main scheme applicant","Main scheme application","150","135","0.894","0"
"2020","8 point(s)","White","Main scheme applicant","Main scheme application","125","105","0.841","0"
"2021","8 point(s)","White","Main scheme applicant","Main scheme application","100","90","0.909","0"
"2022","8 point(s)","White","Main scheme applicant","Main scheme application","150","135","0.893","0"
"2023","8 point(s)","White","Main scheme applicant","Main scheme application","160","145","0.901","0"
"2010","9 point(s)","White","Main scheme applicant","Main scheme application","170","150","0.866","0"
"2011","9 point(s)","White","Main scheme applicant","Main scheme application","200","180","0.895","0"
"2012","9 point(s)","White","Main scheme applicant","Main scheme application","175","160","0.92","0"
"2013","9 point(s)","White","Main scheme applicant","Main scheme application","200","190","0.9460000000000001","0"
"2014","9 point(s)","White","Main scheme applicant","Main scheme application","190","170","0.895","0"
"2015","9 point(s)","White","Main scheme applicant","Main scheme application","230","200","0.865","0"
"2016","9 point(s)","White","Main scheme applicant","Main scheme application","205","185","0.907","0"
"2017","9 point(s)","White","Main scheme applicant","Main scheme application","215","190","0.874","0"
"2018","9 point(s)","White","Main scheme applicant","Main scheme application","185","170","0.918","0"
"2019","9 point(s)","White","Main scheme applicant","Main scheme application","175","160","0.903","0"
"2020","9 point(s)","White","Main scheme applicant","Main scheme application","170","155","0.912","0"
"2021","9 point(s)","White","Main scheme applicant","Main scheme application","130","105","0.8290000000000001","0"
"2022","9 point(s)","White","Main scheme applicant","Main scheme application","235","200","0.85","0"
"2023","9 point(s)","White","Main scheme applicant","Main scheme application","220","195","0.895","0"
"2010","10 point(s)","White","Main scheme applicant","Main scheme application","180","165","0.923","0"
"2011","10 point(s)","White","Main scheme applicant","Main scheme application","230","205","0.886","0"
"2012","10 point(s)","White","Main scheme applicant","Main scheme application","220","200","0.913","0"
"2013","10 point(s)","White","Main scheme applicant","Main scheme application","240","215","0.9","0"
"2014","10 point(s)","White","Main scheme applicant","Main scheme application","250","220","0.88","0"
"2015","10 point(s)","White","Main scheme applicant","Main scheme application","265","240","0.899","0"
"2016","10 point(s)","White","Main scheme applicant","Main scheme application","220","200","0.896","0"
"2017","10 point(s)","White","Main scheme applicant","Main scheme application","255","235","0.917","0"
"2018","10 point(s)","White","Main scheme applicant","Main scheme application","235","215","0.915","0"
"2019","10 point(s)","White","Main scheme applicant","Main scheme application","225","205","0.91","0"
"2020","10 point(s)","White","Main scheme applicant","Main scheme application","215","185","0.873","0"
"2021","10 point(s)","White","Main scheme applicant","Main scheme application","230","220","0.9560000000000001","0"
"2022","10 point(s)","White","Main scheme applicant","Main scheme application","245","220","0.901","0"
"2023","10 point(s)","White","Main scheme applicant","Main scheme application","295","275","0.929","0"
"2010","11 point(s)","White","Main scheme applicant","Main scheme application","220","200","0.918","0"
"2011","11 point(s)","White","Main scheme applicant","Main scheme application","240","220","0.921","0"
"2012","11 point(s)","White","Main scheme applicant","Main scheme application","240","210","0.88","0"
"2013","11 point(s)","White","Main scheme applicant","Main scheme application","285","250","0.878","0"
"2014","11 point(s)","White","Main scheme applicant","Main scheme application","255","230","0.906","0"
"2015","11 point(s)","White","Main scheme applicant","Main scheme application","285","260","0.909","0"
"2016","11 point(s)","White","Main scheme applicant","Main scheme application","285","250","0.881","0"
"2017","11 point(s)","White","Main scheme applicant","Main scheme application","290","255","0.878","0"
"2018","11 point(s)","White","Main scheme applicant","Main scheme application","315","280","0.898","0"
"2019","11 point(s)","White","Main scheme applicant","Main scheme application","260","240","0.916","0"
"2020","11 point(s)","White","Main scheme applicant","Main scheme application","245","215","0.881","0"
"2021","11 point(s)","White","Main scheme applicant","Main scheme application","320","290","0.903","0"
"2022","11 point(s)","White","Main scheme applicant","Main scheme application","320","295","0.916","0"
"2023","11 point(s)","White","Main scheme applicant","Main scheme application","315","300","0.9430000000000001","0"
"2010","12 point(s)","White","Main scheme applicant","Main scheme application","390","365","0.936","0"
"2011","12 point(s)","White","Main scheme applicant","Main scheme application","405","380","0.934","0"
"2012","12 point(s)","White","Main scheme applicant","Main scheme application","420","380","0.907","0"
"2013","12 point(s)","White","Main scheme applicant","Main scheme application","495","460","0.931","0"
"2014","12 point(s)","White","Main scheme applicant","Main scheme application","470","435","0.924","0"
"2015","12 point(s)","White","Main scheme applicant","Main scheme application","495","455","0.923","0"
"2016","12 point(s)","White","Main scheme applicant","Main scheme application","550","500","0.916","0"
"2017","12 point(s)","White","Main scheme applicant","Main scheme application","530","495","0.934","0"
"2018","12 point(s)","White","Main scheme applicant","Main scheme application","545","505","0.925","0"
"2019","12 point(s)","White","Main scheme applicant","Main scheme application","510","480","0.9430000000000001","0"
"2020","12 point(s)","White","Main scheme applicant","Main scheme application","825","765","0.926","0"
"2021","12 point(s)","White","Main scheme applicant","Main scheme application","1035","970","0.937","0"
"2022","12 point(s)","White","Main scheme applicant","Main scheme application","665","625","0.936","0"
"2023","12 point(s)","White","Main scheme applicant","Main scheme application","635","595","0.9390000000000001","0"
"2022","5 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","5 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","6 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","6 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","6 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","6 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","7 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","7 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","8 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","8 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","8 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","8 point(s)","Black","Main scheme applicant","Main scheme application","10","10","0.917","0"
"2018","9 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2019","9 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","9 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","9 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","9 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","9 point(s)","Black","Main scheme applicant","Main scheme application","15","10","0.714","0"
"2019","10 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","10 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","10 point(s)","Black","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","10 point(s)","Black","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","10 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","11 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","11 point(s)","Black","Main scheme applicant","Main scheme application","10","5"," ","0"
"2023","11 point(s)","Black","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2012","12 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","12 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","12 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","12 point(s)","Black","Main scheme applicant","Main scheme application","5","0"," ","0"
"2018","12 point(s)","Black","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","12 point(s)","Black","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","12 point(s)","Black","Main scheme applicant","Main scheme application","15","15","0.9410000000000001","0"
"2021","12 point(s)","Black","Main scheme applicant","Main scheme application","20","15","0.842","0"
"2022","12 point(s)","Black","Main scheme applicant","Main scheme application","10","10","1","0"
"2023","12 point(s)","Black","Main scheme applicant","Main scheme application","15","15","1","0"
"2023","3 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","4 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","4 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2010","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2012","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","5 point(s)","Asian","Main scheme applicant","Main scheme application","5","0"," ","0"
"2023","5 point(s)","Asian","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2010","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","6 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","6 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2018","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","6 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","6 point(s)","Asian","Main scheme applicant","Main scheme application","15","15","0.8130000000000001","0"
"2023","6 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.684","0"
"2010","7 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","7 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","7 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","7 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","7 point(s)","Asian","Main scheme applicant","Main scheme application","15","15","0.8240000000000001","0"
"2016","7 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2017","7 point(s)","Asian","Main scheme applicant","Main scheme application","15","15","0.765","0"
"2018","7 point(s)","Asian","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2019","7 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","7 point(s)","Asian","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2021","7 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","7 point(s)","Asian","Main scheme applicant","Main scheme application","30","20","0.7000000000000001","0"
"2023","7 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.8","0"
"2010","8 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2011","8 point(s)","Asian","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2012","8 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2013","8 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.846","0"
"2014","8 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2015","8 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","8 point(s)","Asian","Main scheme applicant","Main scheme application","15","10"," ","0"
"2017","8 point(s)","Asian","Main scheme applicant","Main scheme application","20","10","0.556","0"
"2018","8 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2019","8 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.85","0"
"2020","8 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.773","0"
"2021","8 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2022","8 point(s)","Asian","Main scheme applicant","Main scheme application","30","20","0.75","0"
"2023","8 point(s)","Asian","Main scheme applicant","Main scheme application","45","40","0.911","0"
"2010","9 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.8","0"
"2011","9 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","9 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.769","0"
"2013","9 point(s)","Asian","Main scheme applicant","Main scheme application","10","10","1","0"
"2014","9 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","9 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.895","0"
"2016","9 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","9 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.65","0"
"2018","9 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.636","0"
"2019","9 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.75","0"
"2020","9 point(s)","Asian","Main scheme applicant","Main scheme application","25","20","0.846","0"
"2021","9 point(s)","Asian","Main scheme applicant","Main scheme application","20","20","0.8180000000000001","0"
"2022","9 point(s)","Asian","Main scheme applicant","Main scheme application","30","30","0.903","0"
"2023","9 point(s)","Asian","Main scheme applicant","Main scheme application","40","35","0.857","0"
"2010","10 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","10 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","10 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2013","10 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2014","10 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.75","0"
"2015","10 point(s)","Asian","Main scheme applicant","Main scheme application","25","20","0.75","0"
"2016","10 point(s)","Asian","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","10 point(s)","Asian","Main scheme applicant","Main scheme application","15","15","0.875","0"
"2018","10 point(s)","Asian","Main scheme applicant","Main scheme application","20","15","0.682","0"
"2019","10 point(s)","Asian","Main scheme applicant","Main scheme application","25","20","0.87","0"
"2020","10 point(s)","Asian","Main scheme applicant","Main scheme application","25","20","0.778","0"
"2021","10 point(s)","Asian","Main scheme applicant","Main scheme application","35","25","0.771","0"
"2022","10 point(s)","Asian","Main scheme applicant","Main scheme application","30","25","0.833","0"
"2023","10 point(s)","Asian","Main scheme applicant","Main scheme application","45","40","0.932","0"
"2010","11 point(s)","Asian","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","11 point(s)","Asian","Main scheme applicant","Main scheme application","10","5"," ","0"
"2012","11 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2013","11 point(s)","Asian","Main scheme applicant","Main scheme application","15","10","0.857","0"
"2014","11 point(s)","Asian","Main scheme applicant","Main scheme application","20","20","1","0"
"2015","11 point(s)","Asian","Main scheme applicant","Main scheme application","25","20","0.87","0"
"2016","11 point(s)","Asian","Main scheme applicant","Main scheme application","20","20","0.9520000000000001","0"
"2017","11 point(s)","Asian","Main scheme applicant","Main scheme application","25","25","0.96","0"
"2018","11 point(s)","Asian","Main scheme applicant","Main scheme application","30","25","0.9","0"
"2019","11 point(s)","Asian","Main scheme applicant","Main scheme application","30","25","0.862","0"
"2020","11 point(s)","Asian","Main scheme applicant","Main scheme application","35","30","0.8","0"
"2021","11 point(s)","Asian","Main scheme applicant","Main scheme application","35","30","0.857","0"
"2022","11 point(s)","Asian","Main scheme applicant","Main scheme application","45","35","0.841","0"
"2023","11 point(s)","Asian","Main scheme applicant","Main scheme application","45","40","0.891","0"
"2010","12 point(s)","Asian","Main scheme applicant","Main scheme application","25","20","0.846","0"
"2011","12 point(s)","Asian","Main scheme applicant","Main scheme application","30","25","0.833","0"
"2012","12 point(s)","Asian","Main scheme applicant","Main scheme application","25","25","0.852","0"
"2013","12 point(s)","Asian","Main scheme applicant","Main scheme application","35","25","0.75","0"
"2014","12 point(s)","Asian","Main scheme applicant","Main scheme application","35","35","0.919","0"
"2015","12 point(s)","Asian","Main scheme applicant","Main scheme application","45","40","0.913","0"
"2016","12 point(s)","Asian","Main scheme applicant","Main scheme application","70","60","0.897","0"
"2017","12 point(s)","Asian","Main scheme applicant","Main scheme application","45","40","0.891","0"
"2018","12 point(s)","Asian","Main scheme applicant","Main scheme application","55","50","0.891","0"
"2019","12 point(s)","Asian","Main scheme applicant","Main scheme application","60","55","0.934","0"
"2020","12 point(s)","Asian","Main scheme applicant","Main scheme application","120","105","0.861","0"
"2021","12 point(s)","Asian","Main scheme applicant","Main scheme application","125","100","0.805","0"
"2022","12 point(s)","Asian","Main scheme applicant","Main scheme application","120","105","0.882","0"
"2023","12 point(s)","Asian","Main scheme applicant","Main scheme application","115","110","0.9560000000000001","0"
"2010","5 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","5 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","5 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","6 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","6 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2020","6 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2022","6 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","6 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2023","7 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2013","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2014","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","0"," ","0"
"2015","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2016","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","8 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2020","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","8 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2022","8 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","0.833","0"
"2023","8 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2011","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2012","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2015","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2017","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2018","9 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2019","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2020","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2021","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","0.909","0"
"2022","9 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10","1","0"
"2023","9 point(s)","Mixed","Main scheme applicant","Main scheme application","20","20","0.9520000000000001","0"
"2010","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2011","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2012","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2013","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2014","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2015","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2016","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2017","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2018","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","5"," ","0"
"2019","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2020","10 point(s)","Mixed","Main scheme applicant","Main scheme application","5","5"," ","0"
"2021","10 point(s)","Mixed","Main scheme applicant","Main scheme application","10","10"," ","0"
"2022","10 point(s)","Mixed","Main scheme applicant","Main scheme application","20","15","0.778","0"
"2023","10 point(s)","Mixed","Main scheme applicant","Main scheme application","15","15","1","0"
