"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","Scotland","19","EU (excluding UK)","Female","20","0"," "
"2020","Scotland","19","EU (excluding UK)","Female","25","0"," "
"2021","Scotland","19","EU (excluding UK)","Female","40","0"," "
"2022","Scotland","19","EU (excluding UK)","Female","15","0"," "
"2023","Scotland","19","EU (excluding UK)","Female","15","0"," "
"2019","Wales","19","EU (excluding UK)","Female","10","0"," "
"2020","Wales","19","EU (excluding UK)","Female","5","0"," "
"2021","Wales","19","EU (excluding UK)","Female","5","0"," "
"2022","Wales","19","EU (excluding UK)","Female","10","0"," "
"2023","Wales","19","EU (excluding UK)","Female","10","0"," "
"2019","England","20","EU (excluding UK)","Female","50","5"," "
"2020","England","20","EU (excluding UK)","Female","40","5"," "
"2021","England","20","EU (excluding UK)","Female","40","0"," "
"2022","England","20","EU (excluding UK)","Female","50","0"," "
"2023","England","20","EU (excluding UK)","Female","10","0"," "
"2020","Northern Ireland","20","EU (excluding UK)","Female","5","0"," "
"2021","Northern Ireland","20","EU (excluding UK)","Female","10","0"," "
"2022","Northern Ireland","20","EU (excluding UK)","Female","10","0"," "
"2023","Northern Ireland","20","EU (excluding UK)","Female","5","0"," "
"2019","Scotland","20","EU (excluding UK)","Female","35","0"," "
"2020","Scotland","20","EU (excluding UK)","Female","15","0"," "
"2021","Scotland","20","EU (excluding UK)","Female","15","0"," "
"2022","Scotland","20","EU (excluding UK)","Female","10","0"," "
"2019","Wales","20","EU (excluding UK)","Female","5","0"," "
"2020","Wales","20","EU (excluding UK)","Female","5","0"," "
"2022","Wales","20","EU (excluding UK)","Female","5","0"," "
"2019","England","21 - 24","EU (excluding UK)","Female","70","15","0.186"
"2020","England","21 - 24","EU (excluding UK)","Female","55","10","0.182"
"2021","England","21 - 24","EU (excluding UK)","Female","45","5"," "
"2022","England","21 - 24","EU (excluding UK)","Female","55","5"," "
"2023","England","21 - 24","EU (excluding UK)","Female","55","10","0.2"
"2019","Northern Ireland","21 - 24","EU (excluding UK)","Female","5","0"," "
"2020","Northern Ireland","21 - 24","EU (excluding UK)","Female","5","0"," "
"2021","Northern Ireland","21 - 24","EU (excluding UK)","Female","10","0"," "
"2022","Northern Ireland","21 - 24","EU (excluding UK)","Female","10","0"," "
"2023","Northern Ireland","21 - 24","EU (excluding UK)","Female","15","0"," "
"2019","Scotland","21 - 24","EU (excluding UK)","Female","35","5"," "
"2020","Scotland","21 - 24","EU (excluding UK)","Female","35","5"," "
"2021","Scotland","21 - 24","EU (excluding UK)","Female","35","5"," "
"2022","Scotland","21 - 24","EU (excluding UK)","Female","20","0"," "
"2023","Scotland","21 - 24","EU (excluding UK)","Female","10","0"," "
"2019","Wales","21 - 24","EU (excluding UK)","Female","5","0"," "
"2020","Wales","21 - 24","EU (excluding UK)","Female","5","0"," "
"2021","Wales","21 - 24","EU (excluding UK)","Female","5","0"," "
"2022","Wales","21 - 24","EU (excluding UK)","Female","10","0"," "
"2023","Wales","21 - 24","EU (excluding UK)","Female","5","0"," "
"2019","England","25 - 29","EU (excluding UK)","Female","15","0"," "
"2020","England","25 - 29","EU (excluding UK)","Female","20","0"," "
"2021","England","25 - 29","EU (excluding UK)","Female","15","0"," "
"2022","England","25 - 29","EU (excluding UK)","Female","15","5"," "
"2023","England","25 - 29","EU (excluding UK)","Female","10","0"," "
"2021","Northern Ireland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2022","Northern Ireland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2023","Northern Ireland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2019","Scotland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2020","Scotland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2021","Scotland","25 - 29","EU (excluding UK)","Female","15","5"," "
"2022","Scotland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2023","Scotland","25 - 29","EU (excluding UK)","Female","5","0"," "
"2021","Wales","25 - 29","EU (excluding UK)","Female","5","0"," "
"2022","Wales","25 - 29","EU (excluding UK)","Female","5","0"," "
"2020","England","30 - 34","EU (excluding UK)","Female","10","0"," "
"2021","England","30 - 34","EU (excluding UK)","Female","10","0"," "
"2022","England","30 - 34","EU (excluding UK)","Female","10","0"," "
"2021","Northern Ireland","30 - 34","EU (excluding UK)","Female","5","0"," "
"2019","Scotland","30 - 34","EU (excluding UK)","Female","5","0"," "
"2019","England","35 and over","EU (excluding UK)","Female","15","0"," "
"2020","England","35 and over","EU (excluding UK)","Female","10","0"," "
"2021","England","35 and over","EU (excluding UK)","Female","10","5"," "
"2022","England","35 and over","EU (excluding UK)","Female","5","0"," "
"2023","England","35 and over","EU (excluding UK)","Female","10","0"," "
"2021","Northern Ireland","35 and over","EU (excluding UK)","Female","5","0"," "
"2019","Scotland","35 and over","EU (excluding UK)","Female","5","0"," "
"2020","Scotland","35 and over","EU (excluding UK)","Female","5","5"," "
"2021","Scotland","35 and over","EU (excluding UK)","Female","5","0"," "
"2020","Scotland","25 - 29","Northern Ireland","Male","5","0"," "
"2021","England","17 and under","England","Male","5","0"," "
"2019","England","18","England","Male","15","5"," "
"2020","England","18","England","Male","5","0"," "
"2021","England","18","England","Male","25","10"," "
"2022","England","18","England","Male","40","5"," "
"2023","England","18","England","Male","15","5"," "
"2021","Wales","18","England","Male","5","0"," "
"2022","Wales","18","England","Male","5","0"," "
"2021","England","19","England","Male","5","0"," "
"2022","England","19","England","Male","10","0"," "
"2020","England","20","England","Male","5","0"," "
"2021","England","20","England","Male","10","0"," "
"2023","England","20","England","Male","5","0"," "
"2019","England","21 - 24","England","Male","5","0"," "
"2020","England","21 - 24","England","Male","10","0"," "
"2021","England","21 - 24","England","Male","10","0"," "
"2022","England","21 - 24","England","Male","10","0"," "
"2023","England","21 - 24","England","Male","5","0"," "
"2019","England","25 - 29","England","Male","15","5"," "
"2020","England","25 - 29","England","Male","10","5"," "
"2021","England","25 - 29","England","Male","25","5"," "
"2022","England","25 - 29","England","Male","10","5"," "
"2023","England","25 - 29","England","Male","5","0"," "
"2019","England","30 - 34","England","Male","15","5"," "
"2021","England","30 - 34","England","Male","15","5"," "
"2022","England","30 - 34","England","Male","15","5"," "
"2023","England","30 - 34","England","Male","10","5"," "
"2019","England","35 and over","England","Male","10","5"," "
"2020","England","35 and over","England","Male","10","5"," "
"2021","England","35 and over","England","Male","15","0"," "
"2022","England","35 and over","England","Male","10","0"," "
"2023","England","35 and over","England","Male","20","0"," "
"2023","Wales","35 and over","England","Male","5","0"," "
"2019","Scotland","18","Scotland","Male","5","0"," "
"2021","Scotland","18","Scotland","Male","5","0"," "
"2023","Scotland","19","Scotland","Male","5","0"," "
"2022","Scotland","21 - 24","Scotland","Male","5","5"," "
"2021","Scotland","35 and over","Scotland","Male","5","0"," "
"2022","England","18","Wales","Male","5","0"," "
"2023","England","18","Wales","Male","5","0"," "
"2022","Wales","18","Wales","Male","5","0"," "
"2019","Wales","21 - 24","Wales","Male","5","0"," "
"2023","England","25 - 29","Wales","Male","5","0"," "
"2023","Wales","25 - 29","Wales","Male","5","0"," "
"2020","Wales","35 and over","Wales","Male","5","0"," "
"2022","England","21 - 24","Not EU","Male","5","0"," "
"2023","England","21 - 24","Not EU","Male","10","0"," "
"2021","England","25 - 29","Not EU","Male","5","0"," "
"2022","England","30 - 34","Not EU","Male","5","0"," "
"2022","England","35 and over","Not EU","Male","5","0"," "
"2020","England","17 and under","EU (excluding UK)","Male","5","0"," "
"2023","England","18","EU (excluding UK)","Male","5","0"," "
"2020","England","21 - 24","EU (excluding UK)","Male","5","0"," "
"2020","Scotland","25 - 29","EU (excluding UK)","Male","5","0"," "
"2021","All","17 and under","Northern Ireland","Female","5","0"," "
"2023","All","17 and under","Northern Ireland","Female","5","0"," "
"2019","All","18","Northern Ireland","Female","365","40","0.115"
"2020","All","18","Northern Ireland","Female","410","80","0.193"
"2021","All","18","Northern Ireland","Female","535","65","0.11800000000000001"
"2022","All","18","Northern Ireland","Female","545","95","0.17200000000000001"
"2023","All","18","Northern Ireland","Female","445","70","0.162"
"2019","All","19","Northern Ireland","Female","145","25","0.159"
"2020","All","19","Northern Ireland","Female","115","15","0.13"
"2021","All","19","Northern Ireland","Female","155","15","0.097"
"2022","All","19","Northern Ireland","Female","135","20","0.156"
"2023","All","19","Northern Ireland","Female","110","10","0.091"
"2019","All","20","Northern Ireland","Female","50","5"," "
"2020","All","20","Northern Ireland","Female","40","5"," "
"2021","All","20","Northern Ireland","Female","35","5"," "
"2022","All","20","Northern Ireland","Female","60","5"," "
"2023","All","20","Northern Ireland","Female","60","5"," "
"2019","All","21 - 24","Northern Ireland","Female","110","15","0.136"
"2020","All","21 - 24","Northern Ireland","Female","115","30","0.243"
"2021","All","21 - 24","Northern Ireland","Female","140","20","0.136"
"2022","All","21 - 24","Northern Ireland","Female","100","10","0.11"
"2023","All","21 - 24","Northern Ireland","Female","85","10"," "
"2019","All","25 - 29","Northern Ireland","Female","110","25","0.218"
"2020","All","25 - 29","Northern Ireland","Female","85","20","0.247"
"2021","All","25 - 29","Northern Ireland","Female","105","25","0.219"
"2022","All","25 - 29","Northern Ireland","Female","70","15","0.186"
"2023","All","25 - 29","Northern Ireland","Female","50","10"," "
"2019","All","30 - 34","Northern Ireland","Female","55","10"," "
"2020","All","30 - 34","Northern Ireland","Female","60","10","0.2"
"2021","All","30 - 34","Northern Ireland","Female","75","20","0.293"
"2022","All","30 - 34","Northern Ireland","Female","65","15","0.246"
"2023","All","30 - 34","Northern Ireland","Female","60","15","0.217"
"2019","All","35 and over","Northern Ireland","Female","80","15","0.188"
"2020","All","35 and over","Northern Ireland","Female","50","15","0.28"
"2021","All","35 and over","Northern Ireland","Female","70","10","0.157"
"2022","All","35 and over","Northern Ireland","Female","75","15","0.213"
"2023","All","35 and over","Northern Ireland","Female","55","10"," "
"2020","All","17 and under","England","Female","10","0"," "
"2021","All","17 and under","England","Female","20","5"," "
"2022","All","17 and under","England","Female","15","0"," "
"2023","All","17 and under","England","Female","20","0"," "
"2019","All","18","England","Female","8055","1905","0.23600000000000002"
"2020","All","18","England","Female","8520","2345","0.275"
"2021","All","18","England","Female","10440","2125","0.20400000000000001"
"2022","All","18","England","Female","10860","2155","0.198"
"2023","All","18","England","Female","9260","2875","0.311"
"2019","All","19","England","Female","3150","650","0.20600000000000002"
"2020","All","19","England","Female","3025","695","0.229"
"2021","All","19","England","Female","3625","635","0.17500000000000002"
"2022","All","19","England","Female","3400","525","0.154"
"2023","All","19","England","Female","2720","680","0.25"
"2019","All","20","England","Female","1725","350","0.20400000000000001"
"2020","All","20","England","Female","1640","385","0.234"
"2021","All","20","England","Female","1955","345","0.177"
"2022","All","20","England","Female","1890","300","0.159"
"2023","All","20","England","Female","1530","365","0.23900000000000002"
"2019","All","21 - 24","England","Female","3755","925","0.247"
"2020","All","21 - 24","England","Female","3635","1000","0.276"
"2021","All","21 - 24","England","Female","4720","1155","0.245"
"2022","All","21 - 24","England","Female","3885","765","0.197"
"2023","All","21 - 24","England","Female","2790","670","0.24"
"2019","All","25 - 29","England","Female","3165","855","0.271"
"2020","All","25 - 29","England","Female","3095","975","0.315"
"2021","All","25 - 29","England","Female","4330","1185","0.273"
"2022","All","25 - 29","England","Female","3565","945","0.266"
"2023","All","25 - 29","England","Female","2335","685","0.293"
"2019","All","30 - 34","England","Female","1805","520","0.28800000000000003"
"2020","All","30 - 34","England","Female","2055","655","0.319"
"2021","All","30 - 34","England","Female","3125","950","0.303"
"2022","All","30 - 34","England","Female","2740","815","0.297"
"2023","All","30 - 34","England","Female","1940","615","0.316"
"2019","All","35 and over","England","Female","1930","525","0.273"
"2020","All","35 and over","England","Female","2240","700","0.312"
"2021","All","35 and over","England","Female","3145","865","0.276"
"2022","All","35 and over","England","Female","2765","800","0.29"
"2023","All","35 and over","England","Female","2405","785","0.327"
"2019","All","17 and under","Scotland","Female","15","0"," "
"2020","All","17 and under","Scotland","Female","30","5"," "
"2021","All","17 and under","Scotland","Female","35","5"," "
"2022","All","17 and under","Scotland","Female","50","5"," "
"2023","All","17 and under","Scotland","Female","20","5"," "
"2019","All","18","Scotland","Female","670","135","0.201"
"2020","All","18","Scotland","Female","550","120","0.22"
"2021","All","18","Scotland","Female","780","95","0.121"
"2022","All","18","Scotland","Female","665","100","0.15"
"2023","All","18","Scotland","Female","455","100","0.224"
"2019","All","19","Scotland","Female","195","35","0.17400000000000002"
"2020","All","19","Scotland","Female","170","35","0.218"
"2021","All","19","Scotland","Female","235","20","0.089"
"2022","All","19","Scotland","Female","210","25","0.129"
"2023","All","19","Scotland","Female","205","50","0.249"
"2019","All","20","Scotland","Female","110","20","0.164"
"2020","All","20","Scotland","Female","100","15","0.15"
"2021","All","20","Scotland","Female","140","15","0.107"
"2022","All","20","Scotland","Female","145","25","0.186"
"2023","All","20","Scotland","Female","85","15","0.176"
"2019","All","21 - 24","Scotland","Female","300","55","0.187"
"2020","All","21 - 24","Scotland","Female","375","70","0.192"
"2021","All","21 - 24","Scotland","Female","410","65","0.154"
"2022","All","21 - 24","Scotland","Female","375","60","0.155"
"2023","All","21 - 24","Scotland","Female","245","55","0.233"
"2019","All","25 - 29","Scotland","Female","265","50","0.192"
"2020","All","25 - 29","Scotland","Female","360","65","0.178"
"2021","All","25 - 29","Scotland","Female","535","85","0.163"
"2022","All","25 - 29","Scotland","Female","325","55","0.17500000000000002"
"2023","All","25 - 29","Scotland","Female","205","45","0.22"
"2019","All","30 - 34","Scotland","Female","170","40","0.229"
"2020","All","30 - 34","Scotland","Female","220","45","0.195"
"2021","All","30 - 34","Scotland","Female","280","50","0.17500000000000002"
"2022","All","30 - 34","Scotland","Female","220","40","0.17300000000000001"
"2023","All","30 - 34","Scotland","Female","155","45","0.29"
"2019","All","35 and over","Scotland","Female","185","40","0.216"
"2020","All","35 and over","Scotland","Female","215","50","0.233"
"2021","All","35 and over","Scotland","Female","305","35","0.111"
"2022","All","35 and over","Scotland","Female","255","45","0.18"
"2023","All","35 and over","Scotland","Female","185","50","0.259"
"2020","All","17 and under","Wales","Female","5","0"," "
"2019","All","18","Wales","Female","360","40","0.111"
"2020","All","18","Wales","Female","500","75","0.146"
"2021","All","18","Wales","Female","770","110","0.145"
"2022","All","18","Wales","Female","630","95","0.149"
"2023","All","18","Wales","Female","465","95","0.2"
"2019","All","19","Wales","Female","225","25","0.116"
"2020","All","19","Wales","Female","205","20","0.107"
"2021","All","19","Wales","Female","310","25","0.081"
"2022","All","19","Wales","Female","190","35","0.184"
"2023","All","19","Wales","Female","120","15","0.133"
"2019","All","20","Wales","Female","115","15","0.122"
"2020","All","20","Wales","Female","85","15","0.153"
"2021","All","20","Wales","Female","150","15","0.08700000000000001"
"2022","All","20","Wales","Female","125","20","0.152"
"2023","All","20","Wales","Female","105","20","0.19"
"2019","All","21 - 24","Wales","Female","425","65","0.158"
"2020","All","21 - 24","Wales","Female","335","50","0.152"
"2021","All","21 - 24","Wales","Female","365","45","0.11800000000000001"
"2022","All","21 - 24","Wales","Female","230","40","0.178"
"2023","All","21 - 24","Wales","Female","185","40","0.227"
"2019","All","25 - 29","Wales","Female","290","35","0.114"
"2020","All","25 - 29","Wales","Female","260","60","0.223"
"2021","All","25 - 29","Wales","Female","440","60","0.14100000000000001"
"2022","All","25 - 29","Wales","Female","275","55","0.193"
"2023","All","25 - 29","Wales","Female","210","60","0.281"
"2019","All","30 - 34","Wales","Female","195","30","0.149"
"2020","All","30 - 34","Wales","Female","230","45","0.191"
"2021","All","30 - 34","Wales","Female","240","40","0.158"
"2022","All","30 - 34","Wales","Female","220","45","0.2"
"2023","All","30 - 34","Wales","Female","180","50","0.289"
"2019","All","35 and over","Wales","Female","135","25","0.178"
"2020","All","35 and over","Wales","Female","140","30","0.221"
"2021","All","35 and over","Wales","Female","185","25","0.146"
"2022","All","35 and over","Wales","Female","155","40","0.271"
"2023","All","35 and over","Wales","Female","120","40","0.333"
"2019","All","17 and under","Not EU","Female","5","0"," "
"2020","All","17 and under","Not EU","Female","10","0"," "
"2021","All","17 and under","Not EU","Female","10","0"," "
"2022","All","17 and under","Not EU","Female","5","0"," "
"2023","All","17 and under","Not EU","Female","5","5"," "
"2019","All","18","Not EU","Female","55","10"," "
"2020","All","18","Not EU","Female","55","10","0.182"
"2021","All","18","Not EU","Female","45","5"," "
"2022","All","18","Not EU","Female","80","5"," "
"2023","All","18","Not EU","Female","55","15","0.23600000000000002"
"2019","All","19","Not EU","Female","35","0"," "
"2020","All","19","Not EU","Female","25","0"," "
"2021","All","19","Not EU","Female","45","5"," "
"2022","All","19","Not EU","Female","45","5"," "
"2023","All","19","Not EU","Female","20","0"," "
"2019","All","20","Not EU","Female","20","0"," "
"2020","All","20","Not EU","Female","5","0"," "
"2021","All","20","Not EU","Female","10","0"," "
"2022","All","20","Not EU","Female","20","0"," "
"2023","All","20","Not EU","Female","30","0"," "
"2019","All","21 - 24","Not EU","Female","60","5"," "
"2020","All","21 - 24","Not EU","Female","30","5"," "
"2021","All","21 - 24","Not EU","Female","95","5"," "
"2022","All","21 - 24","Not EU","Female","70","10","0.14300000000000002"
"2023","All","21 - 24","Not EU","Female","70","10","0.171"
"2019","All","25 - 29","Not EU","Female","55","15","0.273"
"2020","All","25 - 29","Not EU","Female","75","10"," "
"2021","All","25 - 29","Not EU","Female","65","5"," "
"2022","All","25 - 29","Not EU","Female","85","10"," "
"2023","All","25 - 29","Not EU","Female","65","15","0.215"
"2019","All","30 - 34","Not EU","Female","15","0"," "
"2020","All","30 - 34","Not EU","Female","20","0"," "
"2021","All","30 - 34","Not EU","Female","40","10","0.25"
"2022","All","30 - 34","Not EU","Female","50","0"," "
"2023","All","30 - 34","Not EU","Female","45","5"," "
"2019","All","35 and over","Not EU","Female","10","0"," "
"2020","All","35 and over","Not EU","Female","15","0"," "
"2021","All","35 and over","Not EU","Female","40","5"," "
"2022","All","35 and over","Not EU","Female","45","10"," "
"2023","All","35 and over","Not EU","Female","35","10","0.28600000000000003"
"2019","All","17 and under","EU (excluding UK)","Female","55","0"," "
"2020","All","17 and under","EU (excluding UK)","Female","35","0"," "
"2021","All","17 and under","EU (excluding UK)","Female","25","5"," "
"2022","All","17 and under","EU (excluding UK)","Female","20","0"," "
"2023","All","17 and under","EU (excluding UK)","Female","25","0"," "
"2019","All","18","EU (excluding UK)","Female","110","5"," "
"2020","All","18","EU (excluding UK)","Female","185","25","0.13"
"2021","All","18","EU (excluding UK)","Female","145","5"," "
"2022","All","18","EU (excluding UK)","Female","185","10"," "
"2023","All","18","EU (excluding UK)","Female","105","20","0.171"
"2019","All","19","EU (excluding UK)","Female","95","5"," "
"2020","All","19","EU (excluding UK)","Female","105","10"," "
"2021","All","19","EU (excluding UK)","Female","135","10"," "
"2022","All","19","EU (excluding UK)","Female","100","5"," "
"2023","All","19","EU (excluding UK)","Female","100","10","0.12"
"2019","All","20","EU (excluding UK)","Female","90","5"," "
"2020","All","20","EU (excluding UK)","Female","60","5"," "
"2021","All","20","EU (excluding UK)","Female","70","5"," "
"2022","All","20","EU (excluding UK)","Female","70","5"," "
"2023","All","20","EU (excluding UK)","Female","15","0"," "
"2019","All","21 - 24","EU (excluding UK)","Female","115","15","0.148"
"2020","All","21 - 24","EU (excluding UK)","Female","100","15","0.14"
"2021","All","21 - 24","EU (excluding UK)","Female","95","10","0.105"
"2022","All","21 - 24","EU (excluding UK)","Female","95","5"," "
"2023","All","21 - 24","EU (excluding UK)","Female","80","15","0.163"
"2019","All","25 - 29","EU (excluding UK)","Female","20","5"," "
"2020","All","25 - 29","EU (excluding UK)","Female","30","5"," "
"2021","All","25 - 29","EU (excluding UK)","Female","40","5"," "
"2022","All","25 - 29","EU (excluding UK)","Female","30","5"," "
"2023","All","25 - 29","EU (excluding UK)","Female","15","5"," "
"2019","All","30 - 34","EU (excluding UK)","Female","5","0"," "
"2020","All","30 - 34","EU (excluding UK)","Female","10","0"," "
"2021","All","30 - 34","EU (excluding UK)","Female","15","0"," "
"2022","All","30 - 34","EU (excluding UK)","Female","10","0"," "
"2019","All","35 and over","EU (excluding UK)","Female","15","0"," "
"2020","All","35 and over","EU (excluding UK)","Female","20","5"," "
"2021","All","35 and over","EU (excluding UK)","Female","20","5"," "
"2022","All","35 and over","EU (excluding UK)","Female","10","0"," "
"2023","All","35 and over","EU (excluding UK)","Female","10","0"," "
"2019","All","18","Northern Ireland","Male","5","0"," "
"2020","All","18","Northern Ireland","Male","5","0"," "
"2020","All","25 - 29","Northern Ireland","Male","5","0"," "
"2021","All","17 and under","England","Male","5","0"," "
"2019","All","18","England","Male","15","5"," "
"2020","All","18","England","Male","5","0"," "
"2021","All","18","England","Male","30","10"," "
"2022","All","18","England","Male","45","5"," "
"2023","All","18","England","Male","15","5"," "
"2021","All","19","England","Male","5","0"," "
"2022","All","19","England","Male","10","0"," "
"2020","All","20","England","Male","5","0"," "
"2021","All","20","England","Male","10","0"," "
"2023","All","20","England","Male","5","0"," "
"2019","All","21 - 24","England","Male","5","0"," "
"2020","All","21 - 24","England","Male","10","0"," "
"2021","All","21 - 24","England","Male","10","0"," "
"2022","All","21 - 24","England","Male","15","5"," "
"2023","All","21 - 24","England","Male","5","0"," "
"2019","All","25 - 29","England","Male","15","5"," "
"2020","All","25 - 29","England","Male","10","5"," "
"2021","All","25 - 29","England","Male","25","5"," "
"2022","All","25 - 29","England","Male","10","5"," "
"2023","All","25 - 29","England","Male","5","0"," "
"2019","All","30 - 34","England","Male","15","5"," "
"2021","All","30 - 34","England","Male","15","5"," "
"2022","All","30 - 34","England","Male","15","5"," "
"2023","All","30 - 34","England","Male","10","5"," "
"2019","All","35 and over","England","Male","10","5"," "
"2020","All","35 and over","England","Male","10","5"," "
"2021","All","35 and over","England","Male","15","0"," "
"2022","All","35 and over","England","Male","10","0"," "
"2023","All","35 and over","England","Male","20","0"," "
"2019","All","18","Scotland","Male","5","0"," "
"2021","All","18","Scotland","Male","5","0"," "
"2023","All","19","Scotland","Male","5","0"," "
"2022","All","21 - 24","Scotland","Male","5","5"," "
"2021","All","35 and over","Scotland","Male","5","0"," "
"2022","All","18","Wales","Male","5","0"," "
"2023","All","18","Wales","Male","5","5"," "
"2019","All","21 - 24","Wales","Male","5","0"," "
"2023","All","25 - 29","Wales","Male","5","5"," "
"2020","All","35 and over","Wales","Male","5","0"," "
"2022","All","21 - 24","Not EU","Male","5","0"," "
"2023","All","21 - 24","Not EU","Male","10","0"," "
"2021","All","25 - 29","Not EU","Male","5","0"," "
"2022","All","30 - 34","Not EU","Male","5","0"," "
"2022","All","35 and over","Not EU","Male","5","0"," "
"2020","All","17 and under","EU (excluding UK)","Male","5","0"," "
"2021","All","18","EU (excluding UK)","Male","5","0"," "
"2023","All","18","EU (excluding UK)","Male","5","0"," "
"2020","All","21 - 24","EU (excluding UK)","Male","5","0"," "
"2020","All","25 - 29","EU (excluding UK)","Male","5","0"," "
"2019","England","All","Northern Ireland","Female","275","55","0.2"
"2020","England","All","Northern Ireland","Female","275","65","0.244"
"2021","England","All","Northern Ireland","Female","320","40","0.125"
"2022","England","All","Northern Ireland","Female","295","45","0.146"
"2023","England","All","Northern Ireland","Female","215","45","0.209"
"2019","Northern Ireland","All","Northern Ireland","Female","520","60","0.117"
"2020","Northern Ireland","All","Northern Ireland","Female","500","95","0.188"
"2021","Northern Ireland","All","Northern Ireland","Female","675","115","0.17"
"2022","Northern Ireland","All","Northern Ireland","Female","655","120","0.183"
"2023","Northern Ireland","All","Northern Ireland","Female","575","80","0.136"
"2019","Scotland","All","Northern Ireland","Female","65","10","0.185"
"2020","Scotland","All","Northern Ireland","Female","60","5"," "
"2021","Scotland","All","Northern Ireland","Female","75","0"," "
"2022","Scotland","All","Northern Ireland","Female","55","5"," "
"2023","Scotland","All","Northern Ireland","Female","45","5"," "
"2019","Wales","All","Northern Ireland","Female","45","5"," "
"2020","Wales","All","Northern Ireland","Female","35","5"," "
"2021","Wales","All","Northern Ireland","Female","50","0"," "
"2022","Wales","All","Northern Ireland","Female","45","5"," "
"2023","Wales","All","Northern Ireland","Female","35","0"," "
"2019","England","All","England","Female","22680","5665","0.25"
"2020","England","All","England","Female","23285","6695","0.28800000000000003"
"2021","England","All","England","Female","30045","7190","0.23900000000000002"
"2022","England","All","England","Female","28020","6225","0.222"
"2023","England","All","England","Female","22200","6570","0.296"
"2019","Northern Ireland","All","England","Female","30","0"," "
"2020","Northern Ireland","All","England","Female","30","0"," "
"2021","Northern Ireland","All","England","Female","40","0"," "
"2022","Northern Ireland","All","England","Female","35","0"," "
"2023","Northern Ireland","All","England","Female","30","0"," "
"2019","Scotland","All","England","Female","160","20","0.131"
"2020","Scotland","All","England","Female","150","15","0.113"
"2021","Scotland","All","England","Female","185","10"," "
"2022","Scotland","All","England","Female","165","15","0.10300000000000001"
"2023","Scotland","All","England","Female","120","5"," "
"2019","Wales","All","England","Female","715","45","0.066"
"2020","Wales","All","England","Female","760","45","0.057"
"2021","Wales","All","England","Female","1090","65","0.061"
"2022","Wales","All","England","Female","900","60","0.069"
"2023","Wales","All","England","Female","655","95","0.148"
"2019","England","All","Scotland","Female","85","25","0.294"
"2020","England","All","Scotland","Female","60","15","0.28300000000000003"
"2021","England","All","Scotland","Female","135","30","0.20700000000000002"
"2022","England","All","Scotland","Female","80","15","0.163"
"2023","England","All","Scotland","Female","55","20","0.364"
"2019","Northern Ireland","All","Scotland","Female","5","0"," "
"2021","Northern Ireland","All","Scotland","Female","10","0"," "
"2022","Northern Ireland","All","Scotland","Female","10","0"," "
"2023","Northern Ireland","All","Scotland","Female","5","0"," "
"2019","Scotland","All","Scotland","Female","1820","350","0.192"
"2020","Scotland","All","Scotland","Female","1955","390","0.199"
"2021","Scotland","All","Scotland","Female","2565","340","0.132"
"2022","Scotland","All","Scotland","Female","2145","345","0.16"
"2023","Scotland","All","Scotland","Female","1495","350","0.233"
"2020","Wales","All","Scotland","Female","5","0"," "
"2021","Wales","All","Scotland","Female","10","0"," "
"2022","Wales","All","Scotland","Female","10","0"," "
"2023","Wales","All","Scotland","Female","5","0"," "
"2019","England","All","Wales","Female","560","110","0.196"
"2020","England","All","Wales","Female","565","125","0.225"
"2021","England","All","Wales","Female","810","140","0.17500000000000002"
"2022","England","All","Wales","Female","705","160","0.224"
"2023","England","All","Wales","Female","490","120","0.247"
"2021","Northern Ireland","All","Wales","Female","5","0"," "
"2019","Scotland","All","Wales","Female","5","0"," "
"2020","Scotland","All","Wales","Female","5","0"," "
"2021","Scotland","All","Wales","Female","10","0"," "
"2022","Scotland","All","Wales","Female","5","0"," "
"2019","Wales","All","Wales","Female","1180","125","0.10400000000000001"
"2020","Wales","All","Wales","Female","1190","165","0.139"
"2021","Wales","All","Wales","Female","1630","175","0.108"
"2022","Wales","All","Wales","Female","1115","170","0.152"
"2023","Wales","All","Wales","Female","890","200","0.226"
"2019","England","All","Not EU","Female","225","35","0.151"
"2020","England","All","Not EU","Female","195","25","0.128"
"2021","England","All","Not EU","Female","315","40","0.127"
"2022","England","All","Not EU","Female","370","35","0.1"
"2023","England","All","Not EU","Female","285","60","0.20700000000000002"
"2019","Northern Ireland","All","Not EU","Female","5","0"," "
"2020","Northern Ireland","All","Not EU","Female","5","0"," "
"2021","Northern Ireland","All","Not EU","Female","10","0"," "
"2022","Northern Ireland","All","Not EU","Female","5","0"," "
"2023","Northern Ireland","All","Not EU","Female","10","0"," "
"2019","Scotland","All","Not EU","Female","20","0"," "
"2020","Scotland","All","Not EU","Female","15","5"," "
"2021","Scotland","All","Not EU","Female","10","0"," "
"2022","Scotland","All","Not EU","Female","15","0"," "
"2023","Scotland","All","Not EU","Female","15","0"," "
"2019","Wales","All","Not EU","Female","10","0"," "
