"Year","Provider country","Age group","Domicile","Gender","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2020","All","30 - 34","EU (excluding UK)","Female","45","10","0.222"
"2021","All","30 - 34","EU (excluding UK)","Female","35","5"," "
"2022","All","30 - 34","EU (excluding UK)","Female","25","5"," "
"2023","All","30 - 34","EU (excluding UK)","Female","15","5"," "
"2019","All","35 and over","EU (excluding UK)","Female","35","10"," "
"2020","All","35 and over","EU (excluding UK)","Female","35","5"," "
"2021","All","35 and over","EU (excluding UK)","Female","10","0"," "
"2022","All","35 and over","EU (excluding UK)","Female","20","5"," "
"2023","All","35 and over","EU (excluding UK)","Female","15","5"," "
"2019","All","21 - 24","Northern Ireland","Male","40","5"," "
"2020","All","21 - 24","Northern Ireland","Male","20","0"," "
"2021","All","21 - 24","Northern Ireland","Male","65","5"," "
"2022","All","21 - 24","Northern Ireland","Male","70","25","0.357"
"2023","All","21 - 24","Northern Ireland","Male","15","5"," "
"2019","All","25 - 29","Northern Ireland","Male","30","5"," "
"2020","All","25 - 29","Northern Ireland","Male","20","0"," "
"2021","All","25 - 29","Northern Ireland","Male","30","5"," "
"2022","All","25 - 29","Northern Ireland","Male","10","5"," "
"2023","All","25 - 29","Northern Ireland","Male","10","5"," "
"2020","All","30 - 34","Northern Ireland","Male","10","0"," "
"2021","All","30 - 34","Northern Ireland","Male","10","0"," "
"2022","All","30 - 34","Northern Ireland","Male","10","5"," "
"2023","All","30 - 34","Northern Ireland","Male","5","0"," "
"2021","All","35 and over","Northern Ireland","Male","5","5"," "
"2022","All","35 and over","Northern Ireland","Male","10","5"," "
"2023","All","35 and over","Northern Ireland","Male","5","0"," "
"2023","All","18","England","Male","5","0"," "
"2019","All","21 - 24","England","Male","50","10","0.24"
"2020","All","21 - 24","England","Male","45","10","0.244"
"2021","All","21 - 24","England","Male","55","10","0.182"
"2022","All","21 - 24","England","Male","110","35","0.3"
"2023","All","21 - 24","England","Male","80","40","0.47500000000000003"
"2019","All","25 - 29","England","Male","35","10","0.314"
"2020","All","25 - 29","England","Male","30","5"," "
"2021","All","25 - 29","England","Male","30","10","0.367"
"2022","All","25 - 29","England","Male","40","10"," "
"2023","All","25 - 29","England","Male","30","10","0.333"
"2019","All","30 - 34","England","Male","10","5"," "
"2020","All","30 - 34","England","Male","25","10","0.44"
"2021","All","30 - 34","England","Male","25","0"," "
"2022","All","30 - 34","England","Male","15","5"," "
"2023","All","30 - 34","England","Male","20","5"," "
"2019","All","35 and over","England","Male","10","0"," "
"2020","All","35 and over","England","Male","10","0"," "
"2021","All","35 and over","England","Male","15","5"," "
"2022","All","35 and over","England","Male","5","0"," "
"2023","All","35 and over","England","Male","10","5"," "
"2019","All","18","Scotland","Male","5","0"," "
"2020","All","18","Scotland","Male","5","0"," "
"2021","All","18","Scotland","Male","5","0"," "
"2022","All","18","Scotland","Male","5","0"," "
"2023","All","18","Scotland","Male","10","0"," "
"2022","All","19","Scotland","Male","5","0"," "
"2021","All","20","Scotland","Male","5","0"," "
"2022","All","20","Scotland","Male","5","0"," "
"2023","All","20","Scotland","Male","10","0"," "
"2019","All","21 - 24","Scotland","Male","1440","300","0.20800000000000002"
"2020","All","21 - 24","Scotland","Male","1345","310","0.23"
"2021","All","21 - 24","Scotland","Male","1900","385","0.203"
"2022","All","21 - 24","Scotland","Male","1435","315","0.219"
"2023","All","21 - 24","Scotland","Male","1120","285","0.253"
"2019","All","25 - 29","Scotland","Male","1290","285","0.219"
"2020","All","25 - 29","Scotland","Male","1425","325","0.228"
"2021","All","25 - 29","Scotland","Male","1785","315","0.177"
"2022","All","25 - 29","Scotland","Male","1295","310","0.23900000000000002"
"2023","All","25 - 29","Scotland","Male","1040","265","0.255"
"2019","All","30 - 34","Scotland","Male","600","135","0.223"
"2020","All","30 - 34","Scotland","Male","615","135","0.216"
"2021","All","30 - 34","Scotland","Male","725","165","0.228"
"2022","All","30 - 34","Scotland","Male","670","180","0.27"
"2023","All","30 - 34","Scotland","Male","415","115","0.272"
"2019","All","35 and over","Scotland","Male","945","215","0.226"
"2020","All","35 and over","Scotland","Male","840","220","0.26"
"2021","All","35 and over","Scotland","Male","990","210","0.21"
"2022","All","35 and over","Scotland","Male","730","185","0.252"
"2023","All","35 and over","Scotland","Male","555","145","0.263"
"2022","All","18","Wales","Male","5","0"," "
"2023","All","18","Wales","Male","5","0"," "
"2023","All","20","Wales","Male","5","0"," "
"2021","All","21 - 24","Wales","Male","5","0"," "
"2022","All","21 - 24","Wales","Male","365","175","0.47700000000000004"
"2023","All","21 - 24","Wales","Male","340","180","0.524"
"2019","All","25 - 29","Wales","Male","5","0"," "
"2020","All","25 - 29","Wales","Male","10","0"," "
"2022","All","25 - 29","Wales","Male","175","85","0.48"
"2023","All","25 - 29","Wales","Male","160","80","0.506"
"2019","All","30 - 34","Wales","Male","5","0"," "
"2022","All","30 - 34","Wales","Male","75","35","0.493"
"2023","All","30 - 34","Wales","Male","45","20","0.489"
"2019","All","35 and over","Wales","Male","5","0"," "
"2022","All","35 and over","Wales","Male","65","35","0.554"
"2023","All","35 and over","Wales","Male","45","25","0.556"
"2019","All","21 - 24","Not EU","Male","10","0"," "
"2020","All","21 - 24","Not EU","Male","15","5"," "
"2021","All","21 - 24","Not EU","Male","5","0"," "
"2022","All","21 - 24","Not EU","Male","15","0"," "
"2023","All","21 - 24","Not EU","Male","25","5"," "
"2019","All","25 - 29","Not EU","Male","5","5"," "
"2020","All","25 - 29","Not EU","Male","15","5"," "
"2021","All","25 - 29","Not EU","Male","15","5"," "
"2022","All","25 - 29","Not EU","Male","60","15","0.233"
"2023","All","25 - 29","Not EU","Male","25","10"," "
"2019","All","30 - 34","Not EU","Male","15","0"," "
"2020","All","30 - 34","Not EU","Male","20","5"," "
"2021","All","30 - 34","Not EU","Male","5","0"," "
"2022","All","30 - 34","Not EU","Male","40","10"," "
"2023","All","30 - 34","Not EU","Male","10","0"," "
"2019","All","35 and over","Not EU","Male","20","0"," "
"2020","All","35 and over","Not EU","Male","10","0"," "
"2021","All","35 and over","Not EU","Male","35","5"," "
"2022","All","35 and over","Not EU","Male","60","20","0.3"
"2023","All","35 and over","Not EU","Male","35","5"," "
"2019","All","21 - 24","EU (excluding UK)","Male","95","15","0.137"
"2020","All","21 - 24","EU (excluding UK)","Male","95","20","0.211"
"2021","All","21 - 24","EU (excluding UK)","Male","40","5"," "
"2022","All","21 - 24","EU (excluding UK)","Male","65","10"," "
"2023","All","21 - 24","EU (excluding UK)","Male","25","0"," "
"2019","All","25 - 29","EU (excluding UK)","Male","55","5"," "
"2020","All","25 - 29","EU (excluding UK)","Male","60","10","0.167"
"2021","All","25 - 29","EU (excluding UK)","Male","40","10"," "
"2022","All","25 - 29","EU (excluding UK)","Male","20","5"," "
"2023","All","25 - 29","EU (excluding UK)","Male","5","0"," "
"2019","All","30 - 34","EU (excluding UK)","Male","45","10"," "
"2020","All","30 - 34","EU (excluding UK)","Male","50","15","0.32"
"2021","All","30 - 34","EU (excluding UK)","Male","20","0"," "
"2022","All","30 - 34","EU (excluding UK)","Male","10","5"," "
"2023","All","30 - 34","EU (excluding UK)","Male","10","0"," "
"2019","All","35 and over","EU (excluding UK)","Male","15","5"," "
"2020","All","35 and over","EU (excluding UK)","Male","15","5"," "
"2021","All","35 and over","EU (excluding UK)","Male","25","0"," "
"2022","All","35 and over","EU (excluding UK)","Male","10","0"," "
"2023","All","35 and over","EU (excluding UK)","Male","20","0"," "
"2019","Scotland","All","Northern Ireland","Female","225","40","0.178"
"2020","Scotland","All","Northern Ireland","Female","165","30","0.194"
"2021","Scotland","All","Northern Ireland","Female","240","45","0.192"
"2022","Scotland","All","Northern Ireland","Female","150","35","0.227"
"2023","Scotland","All","Northern Ireland","Female","105","15","0.152"
"2022","Wales","All","Northern Ireland","Female","10","10"," "
"2023","Wales","All","Northern Ireland","Female","15","5"," "
"2019","England","All","England","Female","35","20","0.6"
"2020","England","All","England","Female","45","20","0.4"
"2021","England","All","England","Female","35","20","0.6"
"2022","England","All","England","Female","15","10","0.667"
"2023","England","All","England","Female","20","15","0.65"
"2019","Scotland","All","England","Female","215","45","0.219"
"2020","Scotland","All","England","Female","145","35","0.241"
"2021","Scotland","All","England","Female","335","75","0.218"
"2022","Scotland","All","England","Female","215","40","0.181"
"2023","Scotland","All","England","Female","105","30","0.276"
"2022","Wales","All","England","Female","130","75","0.562"
"2023","Wales","All","England","Female","120","65","0.542"
"2019","Scotland","All","Scotland","Female","10865","2530","0.233"
"2020","Scotland","All","Scotland","Female","11265","2735","0.243"
"2021","Scotland","All","Scotland","Female","14145","2920","0.20600000000000002"
"2022","Scotland","All","Scotland","Female","10065","2665","0.265"
"2023","Scotland","All","Scotland","Female","8005","2395","0.299"
"2022","Wales","All","Scotland","Female","10","5"," "
"2023","Wales","All","Scotland","Female","10","5"," "
"2020","England","All","Wales","Female","5","0"," "
"2019","Scotland","All","Wales","Female","10","5"," "
"2020","Scotland","All","Wales","Female","20","5"," "
"2021","Scotland","All","Wales","Female","5","0"," "
"2022","Scotland","All","Wales","Female","10","5"," "
"2023","Scotland","All","Wales","Female","15","0"," "
"2022","Wales","All","Wales","Female","1700","900","0.531"
"2023","Wales","All","Wales","Female","1535","785","0.513"
"2021","England","All","Not EU","Female","5","0"," "
"2019","Scotland","All","Not EU","Female","140","35","0.23600000000000002"
"2020","Scotland","All","Not EU","Female","165","45","0.267"
"2021","Scotland","All","Not EU","Female","155","30","0.187"
"2022","Scotland","All","Not EU","Female","180","40","0.211"
"2023","Scotland","All","Not EU","Female","185","25","0.14100000000000001"
"2022","Wales","All","Not EU","Female","45","20","0.4"
"2023","Wales","All","Not EU","Female","35","10"," "
"2019","Scotland","All","EU (excluding UK)","Female","605","110","0.179"
"2020","Scotland","All","EU (excluding UK)","Female","690","140","0.203"
"2021","Scotland","All","EU (excluding UK)","Female","450","80","0.182"
"2022","Scotland","All","EU (excluding UK)","Female","255","55","0.224"
"2023","Scotland","All","EU (excluding UK)","Female","200","45","0.215"
"2022","Wales","All","EU (excluding UK)","Female","55","25","0.455"
"2023","Wales","All","EU (excluding UK)","Female","30","10","0.333"
"2019","Scotland","All","Northern Ireland","Male","75","10","0.147"
"2020","Scotland","All","Northern Ireland","Male","50","5"," "
"2021","Scotland","All","Northern Ireland","Male","110","10","0.1"
"2022","Scotland","All","Northern Ireland","Male","80","25","0.28800000000000003"
"2023","Scotland","All","Northern Ireland","Male","25","5"," "
"2022","Wales","All","Northern Ireland","Male","20","15","0.7000000000000001"
"2023","Wales","All","Northern Ireland","Male","10","5"," "
"2019","England","All","England","Male","10","5"," "
"2020","England","All","England","Male","10","0"," "
"2021","England","All","England","Male","10","10"," "
"2022","England","All","England","Male","5","0"," "
"2023","England","All","England","Male","10","10"," "
"2019","Scotland","All","England","Male","100","20","0.2"
"2020","Scotland","All","England","Male","100","25","0.27"
"2021","Scotland","All","England","Male","120","20","0.17500000000000002"
"2022","Scotland","All","England","Male","100","20","0.2"
"2023","Scotland","All","England","Male","85","25","0.28200000000000003"
"2022","Wales","All","England","Male","75","25","0.34700000000000003"
"2023","Wales","All","England","Male","55","30","0.527"
"2019","Scotland","All","Scotland","Male","4280","930","0.218"
"2020","Scotland","All","Scotland","Male","4230","985","0.233"
"2021","Scotland","All","Scotland","Male","5410","1075","0.199"
"2022","Scotland","All","Scotland","Male","4135","985","0.23900000000000002"
"2023","Scotland","All","Scotland","Male","3135","805","0.256"
"2022","Wales","All","Scotland","Male","10","5"," "
"2023","Wales","All","Scotland","Male","10","5"," "
"2019","Scotland","All","Wales","Male","10","0"," "
"2020","Scotland","All","Wales","Male","10","0"," "
"2021","Scotland","All","Wales","Male","5","0"," "
"2022","Scotland","All","Wales","Male","5","5"," "
"2023","Scotland","All","Wales","Male","5","0"," "
"2022","Wales","All","Wales","Male","685","325","0.47700000000000004"
"2023","Wales","All","Wales","Male","595","305","0.514"
"2019","Scotland","All","Not EU","Male","50","10"," "
"2020","Scotland","All","Not EU","Male","65","15","0.215"
"2021","Scotland","All","Not EU","Male","60","5"," "
"2022","Scotland","All","Not EU","Male","120","20","0.183"
"2023","Scotland","All","Not EU","Male","70","15","0.186"
"2022","Wales","All","Not EU","Male","50","20","0.42"
"2023","Wales","All","Not EU","Male","25","5"," "
"2019","Scotland","All","EU (excluding UK)","Male","210","35","0.157"
"2020","Scotland","All","EU (excluding UK)","Male","220","50","0.223"
"2021","Scotland","All","EU (excluding UK)","Male","125","15","0.136"
"2022","Scotland","All","EU (excluding UK)","Male","90","10","0.111"
"2023","Scotland","All","EU (excluding UK)","Male","50","5"," "
"2022","Wales","All","EU (excluding UK)","Male","20","10"," "
"2023","Wales","All","EU (excluding UK)","Male","10","0"," "
"2019","All","All","Northern Ireland","Female","225","40","0.178"
"2020","All","All","Northern Ireland","Female","165","30","0.194"
"2021","All","All","Northern Ireland","Female","240","45","0.192"
"2022","All","All","Northern Ireland","Female","160","40","0.263"
"2023","All","All","Northern Ireland","Female","125","20","0.16"
"2019","All","All","England","Female","245","70","0.278"
"2020","All","All","England","Female","185","55","0.28600000000000003"
"2021","All","All","England","Female","370","95","0.254"
"2022","All","All","England","Female","360","120","0.339"
"2023","All","All","England","Female","245","105","0.437"
"2019","All","All","Scotland","Female","10865","2530","0.233"
"2020","All","All","Scotland","Female","11265","2735","0.243"
"2021","All","All","Scotland","Female","14145","2920","0.20600000000000002"
"2022","All","All","Scotland","Female","10075","2670","0.265"
"2023","All","All","Scotland","Female","8015","2395","0.299"
"2019","All","All","Wales","Female","10","5"," "
"2020","All","All","Wales","Female","25","5"," "
"2021","All","All","Wales","Female","5","0"," "
"2022","All","All","Wales","Female","1710","905","0.53"
"2023","All","All","Wales","Female","1550","790","0.509"
"2019","All","All","Not EU","Female","140","35","0.243"
"2020","All","All","Not EU","Female","165","45","0.267"
"2021","All","All","Not EU","Female","155","30","0.187"
"2022","All","All","Not EU","Female","225","55","0.249"
"2023","All","All","Not EU","Female","220","35","0.155"
"2019","All","All","EU (excluding UK)","Female","605","110","0.179"
"2020","All","All","EU (excluding UK)","Female","690","140","0.203"
"2021","All","All","EU (excluding UK)","Female","450","80","0.182"
"2022","All","All","EU (excluding UK)","Female","310","80","0.265"
"2023","All","All","EU (excluding UK)","Female","230","55","0.23"
"2019","All","All","Northern Ireland","Male","75","10","0.147"
"2020","All","All","Northern Ireland","Male","50","5"," "
"2021","All","All","Northern Ireland","Male","110","10","0.1"
"2022","All","All","Northern Ireland","Male","100","35","0.37"
"2023","All","All","Northern Ireland","Male","35","10","0.28600000000000003"
"2019","All","All","England","Male","105","25","0.257"
"2020","All","All","England","Male","105","30","0.276"
"2021","All","All","England","Male","130","30","0.223"
"2022","All","All","England","Male","180","50","0.267"
"2023","All","All","England","Male","150","60","0.40700000000000003"
"2019","All","All","Scotland","Male","4280","930","0.218"
"2020","All","All","Scotland","Male","4230","985","0.233"
"2021","All","All","Scotland","Male","5410","1075","0.199"
"2022","All","All","Scotland","Male","4140","990","0.23900000000000002"
"2023","All","All","Scotland","Male","3150","810","0.257"
"2019","All","All","Wales","Male","10","0"," "
"2020","All","All","Wales","Male","10","0"," "
"2021","All","All","Wales","Male","5","0"," "
"2022","All","All","Wales","Male","690","330","0.48"
"2023","All","All","Wales","Male","600","305","0.512"
"2019","All","All","Not EU","Male","50","10"," "
"2020","All","All","Not EU","Male","65","15","0.215"
"2021","All","All","Not EU","Male","60","5"," "
"2022","All","All","Not EU","Male","170","45","0.253"
"2023","All","All","Not EU","Male","95","20","0.189"
"2019","All","All","EU (excluding UK)","Male","210","35","0.157"
"2020","All","All","EU (excluding UK)","Male","220","50","0.223"
"2021","All","All","EU (excluding UK)","Male","125","15","0.136"
"2022","All","All","EU (excluding UK)","Male","110","20","0.17300000000000001"
"2023","All","All","EU (excluding UK)","Male","60","5"," "
"2022","Scotland","17 and under","All","Female","5","0"," "
"2020","England","18","All","Female","5","0"," "
"2019","Scotland","18","All","Female","15","0"," "
"2020","Scotland","18","All","Female","25","0"," "
"2021","Scotland","18","All","Female","15","0"," "
"2022","Scotland","18","All","Female","20","0"," "
"2023","Scotland","18","All","Female","20","0"," "
"2022","Wales","18","All","Female","20","0"," "
"2023","Wales","18","All","Female","5","0"," "
"2019","Scotland","19","All","Female","10","0"," "
"2020","Scotland","19","All","Female","5","0"," "
"2021","Scotland","19","All","Female","10","0"," "
"2022","Scotland","19","All","Female","10","0"," "
"2023","Scotland","19","All","Female","10","0"," "
"2022","Wales","19","All","Female","5","0"," "
"2019","Scotland","20","All","Female","20","0"," "
"2020","Scotland","20","All","Female","20","0"," "
"2021","Scotland","20","All","Female","25","0"," "
"2022","Scotland","20","All","Female","15","0"," "
"2023","Scotland","20","All","Female","5","0"," "
"2019","England","21 - 24","All","Female","10","10"," "
"2020","England","21 - 24","All","Female","10","5"," "
"2021","England","21 - 24","All","Female","10","10"," "
"2022","England","21 - 24","All","Female","5","0"," "
"2023","England","21 - 24","All","Female","10","5"," "
"2019","Scotland","21 - 24","All","Female","4920","1150","0.233"
"2020","Scotland","21 - 24","All","Female","5270","1225","0.233"
"2021","Scotland","21 - 24","All","Female","6615","1360","0.20500000000000002"
"2022","Scotland","21 - 24","All","Female","4725","1265","0.268"
"2023","Scotland","21 - 24","All","Female","4040","1200","0.297"
"2022","Wales","21 - 24","All","Female","1235","675","0.547"
"2023","Wales","21 - 24","All","Female","1145","575","0.504"
"2019","England","25 - 29","All","Female","5","0"," "
"2020","England","25 - 29","All","Female","10","5"," "
"2021","England","25 - 29","All","Female","10","5"," "
"2023","England","25 - 29","All","Female","5","5"," "
"2019","Scotland","25 - 29","All","Female","3630","820","0.226"
"2020","Scotland","25 - 29","All","Female","3495","830","0.23800000000000002"
"2021","Scotland","25 - 29","All","Female","4605","980","0.213"
"2022","Scotland","25 - 29","All","Female","3175","820","0.259"
"2023","Scotland","25 - 29","All","Female","2200","610","0.276"
"2022","Wales","25 - 29","All","Female","395","215","0.542"
"2023","Wales","25 - 29","All","Female","320","165","0.516"
"2019","England","30 - 34","All","Female","5","5"," "
"2020","England","30 - 34","All","Female","10","0"," "
"2021","England","30 - 34","All","Female","5","0"," "
"2019","Scotland","30 - 34","All","Female","1370","315","0.229"
"2020","Scotland","30 - 34","All","Female","1420","365","0.256"
"2021","Scotland","30 - 34","All","Female","1660","320","0.193"
"2022","Scotland","30 - 34","All","Female","1145","300","0.261"
"2023","Scotland","30 - 34","All","Female","890","245","0.273"
"2022","Wales","30 - 34","All","Female","130","70","0.538"
"2023","Wales","30 - 34","All","Female","125","65","0.52"
"2019","England","35 and over","All","Female","10","5"," "
"2020","England","35 and over","All","Female","15","5"," "
"2021","England","35 and over","All","Female","15","10"," "
"2022","England","35 and over","All","Female","5","5"," "
"2023","England","35 and over","All","Female","5","0"," "
"2019","Scotland","35 and over","All","Female","2095","475","0.227"
"2020","Scotland","35 and over","All","Female","2210","565","0.256"
"2021","Scotland","35 and over","All","Female","2405","490","0.20500000000000002"
"2022","Scotland","35 and over","All","Female","1785","450","0.251"
"2023","Scotland","35 and over","All","Female","1450","455","0.315"
"2022","Wales","35 and over","All","Female","170","75","0.429"
"2023","Wales","35 and over","All","Female","150","70","0.47300000000000003"
"2019","Scotland","18","All","Male","5","0"," "
"2020","Scotland","18","All","Male","5","0"," "
"2021","Scotland","18","All","Male","10","0"," "
"2022","Scotland","18","All","Male","5","0"," "
"2023","Scotland","18","All","Male","10","0"," "
"2022","Wales","18","All","Male","10","0"," "
"2023","Wales","18","All","Male","5","0"," "
"2020","Scotland","19","All","Male","5","0"," "
"2022","Scotland","19","All","Male","5","0"," "
"2023","Scotland","19","All","Male","5","0"," "
"2021","Scotland","20","All","Male","5","0"," "
"2022","Scotland","20","All","Male","5","0"," "
"2023","Scotland","20","All","Male","15","0"," "
"2023","Wales","20","All","Male","5","0"," "
"2019","England","21 - 24","All","Male","5","5"," "
"2020","England","21 - 24","All","Male","5","0"," "
"2021","England","21 - 24","All","Male","5","0"," "
"2023","England","21 - 24","All","Male","5","5"," "
"2019","Scotland","21 - 24","All","Male","1630","325","0.201"
"2020","Scotland","21 - 24","All","Male","1515","345","0.227"
"2021","Scotland","21 - 24","All","Male","2065","405","0.196"
"2022","Scotland","21 - 24","All","Male","1610","350","0.216"
"2023","Scotland","21 - 24","All","Male","1215","305","0.249"
"2022","Wales","21 - 24","All","Male","450","210","0.462"
"2023","Wales","21 - 24","All","Male","390","205","0.521"
"2020","England","25 - 29","All","Male","5","0"," "
"2021","England","25 - 29","All","Male","5","5"," "
"2019","Scotland","25 - 29","All","Male","1420","310","0.219"
"2020","Scotland","25 - 29","All","Male","1555","345","0.223"
"2021","Scotland","25 - 29","All","Male","1900","340","0.178"
"2022","Scotland","25 - 29","All","Male","1405","330","0.23600000000000002"
"2023","Scotland","25 - 29","All","Male","1085","275","0.255"
"2022","Wales","25 - 29","All","Male","195","95","0.47700000000000004"
"2023","Wales","25 - 29","All","Male","185","90","0.497"
"2019","England","30 - 34","All","Male","5","5"," "
"2019","Scotland","30 - 34","All","Male","670","145","0.218"
"2020","Scotland","30 - 34","All","Male","720","165","0.229"
"2021","Scotland","30 - 34","All","Male","780","170","0.217"
"2022","Scotland","30 - 34","All","Male","720","190","0.267"
"2023","Scotland","30 - 34","All","Male","445","115","0.261"
"2022","Wales","30 - 34","All","Male","100","50","0.49"
"2023","Wales","30 - 34","All","Male","60","25","0.45"
"2021","England","35 and over","All","Male","5","0"," "
"2023","England","35 and over","All","Male","5","5"," "
"2019","Scotland","35 and over","All","Male","995","220","0.222"
"2020","Scotland","35 and over","All","Male","875","225","0.256"
"2021","Scotland","35 and over","All","Male","1070","220","0.20600000000000002"
"2022","Scotland","35 and over","All","Male","780","195","0.247"
"2023","Scotland","35 and over","All","Male","605","155","0.253"
"2022","Wales","35 and over","All","Male","100","50","0.5"
"2023","Wales","35 and over","All","Male","60","30","0.483"
"2022","All","17 and under","All","Female","5","0"," "
"2019","All","18","All","Female","15","0"," "
"2020","All","18","All","Female","30","0"," "
"2021","All","18","All","Female","15","0"," "
"2022","All","18","All","Female","40","0"," "
"2023","All","18","All","Female","25","0"," "
"2019","All","19","All","Female","10","0"," "
"2020","All","19","All","Female","5","0"," "
"2021","All","19","All","Female","10","0"," "
"2022","All","19","All","Female","15","0"," "
"2023","All","19","All","Female","10","0"," "
"2019","All","20","All","Female","20","0"," "
"2020","All","20","All","Female","20","0"," "
"2021","All","20","All","Female","25","0"," "
"2022","All","20","All","Female","15","0"," "
"2023","All","20","All","Female","5","0"," "
"2019","All","21 - 24","All","Female","4930","1155","0.234"
"2020","All","21 - 24","All","Female","5280","1230","0.233"
"2021","All","21 - 24","All","Female","6625","1365","0.20600000000000002"
"2022","All","21 - 24","All","Female","5965","1945","0.326"
"2023","All","21 - 24","All","Female","5190","1785","0.34400000000000003"
"2019","All","25 - 29","All","Female","3640","820","0.226"
"2020","All","25 - 29","All","Female","3505","835","0.23900000000000002"
"2021","All","25 - 29","All","Female","4615","985","0.213"
"2022","All","25 - 29","All","Female","3570","1035","0.29"
"2023","All","25 - 29","All","Female","2525","775","0.308"
"2019","All","30 - 34","All","Female","1375","320","0.233"
"2020","All","30 - 34","All","Female","1430","365","0.256"
"2021","All","30 - 34","All","Female","1660","320","0.193"
"2022","All","30 - 34","All","Female","1275","370","0.291"
"2023","All","30 - 34","All","Female","1015","310","0.305"
"2019","All","35 and over","All","Female","2105","485","0.229"
"2020","All","35 and over","All","Female","2225","570","0.257"
"2021","All","35 and over","All","Female","2420","500","0.20700000000000002"
"2022","All","35 and over","All","Female","1960","525","0.268"
"2023","All","35 and over","All","Female","1610","530","0.329"
"2019","All","18","All","Male","5","0"," "
"2020","All","18","All","Male","5","0"," "
"2021","All","18","All","Male","10","0"," "
"2022","All","18","All","Male","10","0"," "
"2023","All","18","All","Male","15","0"," "
"2020","All","19","All","Male","5","0"," "
"2022","All","19","All","Male","5","0"," "
"2023","All","19","All","Male","5","0"," "
"2021","All","20","All","Male","5","0"," "
"2022","All","20","All","Male","5","0"," "
"2023","All","20","All","Male","15","0"," "
"2019","All","21 - 24","All","Male","1635","330","0.202"
"2020","All","21 - 24","All","Male","1515","345","0.227"
"2021","All","21 - 24","All","Male","2065","405","0.197"
"2022","All","21 - 24","All","Male","2060","555","0.27"
"2023","All","21 - 24","All","Male","1605","510","0.317"
"2019","All","25 - 29","All","Male","1420","310","0.219"
"2020","All","25 - 29","All","Male","1555","345","0.223"
"2021","All","25 - 29","All","Male","1905","340","0.179"
"2022","All","25 - 29","All","Male","1600","425","0.266"
"2023","All","25 - 29","All","Male","1270","370","0.291"
"2019","All","30 - 34","All","Male","675","150","0.222"
"2020","All","30 - 34","All","Male","720","165","0.232"
"2021","All","30 - 34","All","Male","780","170","0.218"
"2022","All","30 - 34","All","Male","820","240","0.294"
"2023","All","30 - 34","All","Male","505","145","0.28500000000000003"
"2019","All","35 and over","All","Male","995","220","0.222"
"2020","All","35 and over","All","Male","875","225","0.256"
"2021","All","35 and over","All","Male","1075","220","0.20700000000000002"
"2022","All","35 and over","All","Male","885","245","0.276"
"2023","All","35 and over","All","Male","665","185","0.278"
"2019","England","All","All","Female","35","20","0.629"
"2020","England","All","All","Female","50","20","0.36"
"2021","England","All","All","Female","40","20","0.525"
"2022","England","All","All","Female","15","10","0.667"
"2023","England","All","All","Female","20","15","0.65"
"2019","Scotland","All","All","Female","12060","2760","0.229"
"2020","Scotland","All","All","Female","12445","2990","0.24"
"2021","Scotland","All","All","Female","15330","3150","0.20600000000000002"
"2022","Scotland","All","All","Female","10875","2835","0.261"
"2023","Scotland","All","All","Female","8615","2510","0.291"
"2022","Wales","All","All","Female","1955","1035","0.528"
"2023","Wales","All","All","Female","1745","880","0.503"
"2019","England","All","All","Male","10","5"," "
"2020","England","All","All","Male","10","0"," "
"2021","England","All","All","Male","10","10"," "
"2022","England","All","All","Male","5","0"," "
"2023","England","All","All","Male","10","10"," "
"2019","Scotland","All","All","Male","4725","1005","0.213"
"2020","Scotland","All","All","Male","4675","1080","0.231"
"2021","Scotland","All","All","Male","5825","1130","0.194"
"2022","Scotland","All","All","Male","4530","1065","0.23500000000000001"
"2023","Scotland","All","All","Male","3375","850","0.252"
"2022","Wales","All","All","Male","855","400","0.468"
"2023","Wales","All","All","Male","700","350","0.501"
"2019","All","All","All","Female","12095","2785","0.23"
"2020","All","All","All","Female","12490","3010","0.241"
"2021","All","All","All","Female","15370","3175","0.20600000000000002"
"2022","All","All","All","Female","12845","3880","0.302"
"2023","All","All","All","Female","10385","3400","0.327"
"2019","All","All","All","Male","4735","1010","0.214"
"2020","All","All","All","Male","4680","1080","0.231"
"2021","All","All","All","Male","5835","1140","0.195"
"2022","All","All","All","Male","5390","1470","0.272"
"2023","All","All","All","Male","4085","1210","0.296"
"2019","Scotland","21 - 24","Northern Ireland","All","190","30","0.147"
"2020","Scotland","21 - 24","Northern Ireland","All","130","25","0.177"
"2021","Scotland","21 - 24","Northern Ireland","All","230","35","0.152"
"2022","Scotland","21 - 24","Northern Ireland","All","165","40","0.248"
"2023","Scotland","21 - 24","Northern Ireland","All","75","15","0.17300000000000001"
"2022","Wales","21 - 24","Northern Ireland","All","15","15","0.933"
"2023","Wales","21 - 24","Northern Ireland","All","10","5"," "
"2019","Scotland","25 - 29","Northern Ireland","All","100","20","0.22"
"2020","Scotland","25 - 29","Northern Ireland","All","65","10","0.154"
"2021","Scotland","25 - 29","Northern Ireland","All","90","15","0.178"
"2022","Scotland","25 - 29","Northern Ireland","All","40","10"," "
"2023","Scotland","25 - 29","Northern Ireland","All","40","5"," "
"2022","Wales","25 - 29","Northern Ireland","All","5","5"," "
"2023","Wales","25 - 29","Northern Ireland","All","10","5"," "
