"Year","Gender","Age group","Domicile","Main scheme applications","Main scheme offers","Main scheme offer rate"
"2019","All","25 - 29","England","10280","4070","0.396"
"2020","All","25 - 29","England","12070","5425","0.449"
"2021","All","25 - 29","England","15610","6790","0.435"
"2022","All","25 - 29","England","11940","4795","0.402"
"2023","All","25 - 29","England","8980","3555","0.396"
"2019","All","30 - 34","England","7340","2950","0.402"
"2020","All","30 - 34","England","9535","4125","0.433"
"2021","All","30 - 34","England","12085","5110","0.423"
"2022","All","30 - 34","England","10700","4265","0.399"
"2023","All","30 - 34","England","8135","3115","0.383"
"2019","All","35 and over","England","19645","6595","0.336"
"2020","All","35 and over","England","27995","10565","0.377"
"2021","All","35 and over","England","32720","11175","0.341"
"2022","All","35 and over","England","31805","10100","0.318"
"2023","All","35 and over","England","29045","9720","0.335"
"2019","All","17 and under","Scotland","145","60","0.41400000000000003"
"2020","All","17 and under","Scotland","165","60","0.364"
"2021","All","17 and under","Scotland","225","65","0.28400000000000003"
"2022","All","17 and under","Scotland","230","105","0.452"
"2023","All","17 and under","Scotland","155","80","0.529"
"2019","All","18","Scotland","4180","1885","0.451"
"2020","All","18","Scotland","3880","1745","0.45"
"2021","All","18","Scotland","4730","1985","0.42"
"2022","All","18","Scotland","4520","1950","0.432"
"2023","All","18","Scotland","3335","1860","0.558"
"2019","All","19","Scotland","1815","785","0.433"
"2020","All","19","Scotland","1850","770","0.417"
"2021","All","19","Scotland","1960","785","0.399"
"2022","All","19","Scotland","1685","655","0.388"
"2023","All","19","Scotland","1560","780","0.5"
"2019","All","20","Scotland","1060","360","0.339"
"2020","All","20","Scotland","1090","415","0.381"
"2021","All","20","Scotland","1195","465","0.387"
"2022","All","20","Scotland","1070","430","0.404"
"2023","All","20","Scotland","780","335","0.432"
"2019","All","21 - 24","Scotland","2615","955","0.366"
"2020","All","21 - 24","Scotland","2885","1080","0.375"
"2021","All","21 - 24","Scotland","3230","1140","0.353"
"2022","All","21 - 24","Scotland","2845","1085","0.381"
"2023","All","21 - 24","Scotland","2325","1050","0.452"
"2019","All","25 - 29","Scotland","2160","865","0.401"
"2020","All","25 - 29","Scotland","2695","1060","0.393"
"2021","All","25 - 29","Scotland","3305","1255","0.38"
"2022","All","25 - 29","Scotland","2635","1100","0.417"
"2023","All","25 - 29","Scotland","1870","870","0.466"
"2019","All","30 - 34","Scotland","1495","585","0.391"
"2020","All","30 - 34","Scotland","1700","655","0.385"
"2021","All","30 - 34","Scotland","2230","850","0.38"
"2022","All","30 - 34","Scotland","2055","810","0.395"
"2023","All","30 - 34","Scotland","1400","700","0.499"
"2019","All","35 and over","Scotland","2470","925","0.374"
"2020","All","35 and over","Scotland","3080","1170","0.38"
"2021","All","35 and over","Scotland","3410","1285","0.377"
"2022","All","35 and over","Scotland","3140","1320","0.42"
"2023","All","35 and over","Scotland","2800","1305","0.467"
"2023","All","17 and under","Wales","5","0"," "
"2019","All","18","Wales","1950","795","0.40900000000000003"
"2020","All","18","Wales","2200","905","0.41200000000000003"
"2021","All","18","Wales","2530","1055","0.417"
"2022","All","18","Wales","2455","1005","0.40900000000000003"
"2023","All","18","Wales","1750","880","0.502"
"2019","All","19","Wales","1220","495","0.404"
"2020","All","19","Wales","960","395","0.41400000000000003"
"2021","All","19","Wales","1025","420","0.41000000000000003"
"2022","All","19","Wales","920","370","0.4"
"2023","All","19","Wales","635","285","0.447"
"2019","All","20","Wales","515","185","0.359"
"2020","All","20","Wales","495","185","0.378"
"2021","All","20","Wales","620","225","0.366"
"2022","All","20","Wales","400","165","0.41000000000000003"
"2023","All","20","Wales","385","150","0.392"
"2019","All","21 - 24","Wales","1135","480","0.423"
"2020","All","21 - 24","Wales","1245","500","0.401"
"2021","All","21 - 24","Wales","1350","550","0.40900000000000003"
"2022","All","21 - 24","Wales","955","360","0.378"
"2023","All","21 - 24","Wales","685","270","0.393"
"2019","All","25 - 29","Wales","980","445","0.454"
"2020","All","25 - 29","Wales","1110","505","0.457"
"2021","All","25 - 29","Wales","1135","505","0.446"
"2022","All","25 - 29","Wales","970","435","0.449"
"2023","All","25 - 29","Wales","570","230","0.4"
"2019","All","30 - 34","Wales","590","280","0.47800000000000004"
"2020","All","30 - 34","Wales","705","320","0.452"
"2021","All","30 - 34","Wales","755","325","0.432"
"2022","All","30 - 34","Wales","675","275","0.41000000000000003"
"2023","All","30 - 34","Wales","460","220","0.47400000000000003"
"2019","All","35 and over","Wales","835","340","0.41000000000000003"
"2020","All","35 and over","Wales","940","385","0.40700000000000003"
"2021","All","35 and over","Wales","1000","445","0.447"
"2022","All","35 and over","Wales","910","390","0.427"
"2023","All","35 and over","Wales","695","305","0.44"
"2019","All","17 and under","Not EU","70","10","0.14300000000000002"
"2020","All","17 and under","Not EU","140","30","0.229"
"2021","All","17 and under","Not EU","220","45","0.2"
"2022","All","17 and under","Not EU","440","55","0.13"
"2023","All","17 and under","Not EU","445","45","0.101"
"2019","All","18","Not EU","380","135","0.353"
"2020","All","18","Not EU","485","170","0.355"
"2021","All","18","Not EU","790","170","0.213"
"2022","All","18","Not EU","1235","230","0.188"
"2023","All","18","Not EU","1175","270","0.231"
"2019","All","19","Not EU","275","75","0.265"
"2020","All","19","Not EU","400","115","0.28500000000000003"
"2021","All","19","Not EU","710","120","0.17"
"2022","All","19","Not EU","1650","240","0.147"
"2023","All","19","Not EU","1295","270","0.21"
"2019","All","20","Not EU","190","50","0.258"
"2020","All","20","Not EU","275","70","0.258"
"2021","All","20","Not EU","465","95","0.209"
"2022","All","20","Not EU","780","125","0.158"
"2023","All","20","Not EU","840","120","0.14400000000000002"
"2019","All","21 - 24","Not EU","495","90","0.182"
"2020","All","21 - 24","Not EU","660","145","0.221"
"2021","All","21 - 24","Not EU","1090","190","0.176"
"2022","All","21 - 24","Not EU","1655","220","0.132"
"2023","All","21 - 24","Not EU","1875","285","0.151"
"2019","All","25 - 29","Not EU","490","90","0.188"
"2020","All","25 - 29","Not EU","760","170","0.221"
"2021","All","25 - 29","Not EU","1340","205","0.154"
"2022","All","25 - 29","Not EU","2205","335","0.151"
"2023","All","25 - 29","Not EU","2265","390","0.17200000000000001"
"2019","All","30 - 34","Not EU","365","75","0.20800000000000002"
"2020","All","30 - 34","Not EU","645","135","0.20600000000000002"
"2021","All","30 - 34","Not EU","1095","175","0.158"
"2022","All","30 - 34","Not EU","1685","235","0.138"
"2023","All","30 - 34","Not EU","1650","225","0.136"
"2019","All","35 and over","Not EU","480","80","0.169"
"2020","All","35 and over","Not EU","835","155","0.188"
"2021","All","35 and over","Not EU","1400","200","0.14300000000000002"
"2022","All","35 and over","Not EU","2080","260","0.125"
"2023","All","35 and over","Not EU","1690","205","0.122"
"2019","All","17 and under","EU (excluding UK)","210","50","0.23800000000000002"
"2020","All","17 and under","EU (excluding UK)","165","50","0.297"
"2021","All","17 and under","EU (excluding UK)","190","35","0.184"
"2022","All","17 and under","EU (excluding UK)","185","45","0.232"
"2023","All","17 and under","EU (excluding UK)","125","50","0.384"
"2019","All","18","EU (excluding UK)","800","195","0.243"
"2020","All","18","EU (excluding UK)","970","305","0.313"
"2021","All","18","EU (excluding UK)","1020","280","0.276"
"2022","All","18","EU (excluding UK)","885","225","0.256"
"2023","All","18","EU (excluding UK)","710","310","0.438"
"2019","All","19","EU (excluding UK)","1185","380","0.322"
"2020","All","19","EU (excluding UK)","1105","375","0.34"
"2021","All","19","EU (excluding UK)","1160","350","0.3"
"2022","All","19","EU (excluding UK)","790","225","0.28200000000000003"
"2023","All","19","EU (excluding UK)","650","240","0.368"
"2019","All","20","EU (excluding UK)","650","195","0.297"
"2020","All","20","EU (excluding UK)","615","195","0.317"
"2021","All","20","EU (excluding UK)","605","185","0.304"
"2022","All","20","EU (excluding UK)","505","135","0.271"
"2023","All","20","EU (excluding UK)","325","100","0.311"
"2019","All","21 - 24","EU (excluding UK)","625","175","0.277"
"2020","All","21 - 24","EU (excluding UK)","605","175","0.289"
"2021","All","21 - 24","EU (excluding UK)","770","220","0.28600000000000003"
"2022","All","21 - 24","EU (excluding UK)","470","105","0.219"
"2023","All","21 - 24","EU (excluding UK)","440","140","0.314"
"2019","All","25 - 29","EU (excluding UK)","165","50","0.309"
"2020","All","25 - 29","EU (excluding UK)","250","70","0.28"
"2021","All","25 - 29","EU (excluding UK)","230","50","0.209"
"2022","All","25 - 29","EU (excluding UK)","150","35","0.247"
"2023","All","25 - 29","EU (excluding UK)","115","25","0.2"
"2019","All","30 - 34","EU (excluding UK)","75","10","0.147"
"2020","All","30 - 34","EU (excluding UK)","90","25","0.3"
"2021","All","30 - 34","EU (excluding UK)","80","15","0.213"
"2022","All","30 - 34","EU (excluding UK)","55","5"," "
"2023","All","30 - 34","EU (excluding UK)","35","10"," "
"2019","All","35 and over","EU (excluding UK)","155","40","0.265"
"2020","All","35 and over","EU (excluding UK)","185","35","0.2"
"2021","All","35 and over","EU (excluding UK)","120","25","0.192"
"2022","All","35 and over","EU (excluding UK)","110","10","0.1"
"2023","All","35 and over","EU (excluding UK)","110","25","0.23600000000000002"
"2019","Female","All","Northern Ireland","7410","2210","0.299"
"2020","Female","All","Northern Ireland","6995","2750","0.393"
"2021","Female","All","Northern Ireland","8370","2865","0.342"
"2022","Female","All","Northern Ireland","7270","2565","0.353"
"2023","Female","All","Northern Ireland","5625","2175","0.386"
"2019","Male","All","Northern Ireland","610","175","0.289"
"2020","Male","All","Northern Ireland","545","190","0.34700000000000003"
"2021","Male","All","Northern Ireland","700","195","0.276"
"2022","Male","All","Northern Ireland","605","170","0.28300000000000003"
"2023","Male","All","Northern Ireland","495","170","0.34500000000000003"
"2019","Female","All","England","84075","34900","0.41500000000000004"
"2020","Female","All","England","97125","43930","0.452"
"2021","Female","All","England","119400","52665","0.441"
"2022","Female","All","England","110850","44645","0.403"
"2023","Female","All","England","90485","38700","0.428"
"2019","Male","All","England","10480","3690","0.352"
"2020","Male","All","England","13200","4825","0.366"
"2021","Male","All","England","15840","5290","0.334"
"2022","Male","All","England","16610","5110","0.308"
"2023","Male","All","England","14960","4890","0.327"
"2019","Female","All","Scotland","14460","5855","0.405"
"2020","Female","All","Scotland","15625","6335","0.406"
"2021","Female","All","Scotland","18350","7135","0.389"
"2022","Female","All","Scotland","16530","6800","0.41100000000000003"
"2023","Female","All","Scotland","12855","6355","0.494"
"2019","Male","All","Scotland","1485","565","0.38"
"2020","Male","All","Scotland","1720","625","0.363"
"2021","Male","All","Scotland","1935","685","0.353"
"2022","Male","All","Scotland","1655","650","0.394"
"2023","Male","All","Scotland","1365","635","0.465"
"2019","Female","All","Wales","6640","2815","0.424"
"2020","Female","All","Wales","6925","2935","0.424"
"2021","Female","All","Wales","7690","3245","0.422"
"2022","Female","All","Wales","6560","2740","0.417"
"2023","Female","All","Wales","4595","2105","0.458"
"2019","Male","All","Wales","585","205","0.354"
"2020","Male","All","Wales","735","260","0.356"
"2021","Male","All","Wales","725","290","0.399"
"2022","Male","All","Wales","720","260","0.364"
"2023","Male","All","Wales","590","230","0.393"
"2019","Female","All","Not EU","2185","515","0.23500000000000001"
"2020","Female","All","Not EU","3295","800","0.242"
"2021","Female","All","Not EU","5585","980","0.176"
"2022","Female","All","Not EU","8910","1345","0.151"
"2023","Female","All","Not EU","8595","1415","0.165"
"2019","Male","All","Not EU","565","90","0.163"
"2020","Male","All","Not EU","910","195","0.213"
"2021","Male","All","Not EU","1520","220","0.145"
"2022","Male","All","Not EU","2820","355","0.126"
"2023","Male","All","Not EU","2640","395","0.15"
"2019","Female","All","EU (excluding UK)","3550","1000","0.28200000000000003"
"2020","Female","All","EU (excluding UK)","3645","1125","0.309"
"2021","Female","All","EU (excluding UK)","3820","1075","0.281"
"2022","Female","All","EU (excluding UK)","2855","735","0.258"
"2023","Female","All","EU (excluding UK)","2340","850","0.363"
"2019","Male","All","EU (excluding UK)","310","95","0.3"
"2020","Male","All","EU (excluding UK)","330","110","0.327"
"2021","Male","All","EU (excluding UK)","360","85","0.233"
"2022","Male","All","EU (excluding UK)","295","50","0.17300000000000001"
"2023","Male","All","EU (excluding UK)","175","45","0.263"
"2019","All","All","Northern Ireland","8020","2390","0.298"
"2020","All","All","Northern Ireland","7540","2935","0.39"
"2021","All","All","Northern Ireland","9070","3055","0.337"
"2022","All","All","Northern Ireland","7875","2740","0.34800000000000003"
"2023","All","All","Northern Ireland","6120","2345","0.383"
"2019","All","All","England","94555","38595","0.40800000000000003"
"2020","All","All","England","110325","48760","0.442"
"2021","All","All","England","135240","57955","0.429"
"2022","All","All","England","127460","49755","0.39"
"2023","All","All","England","105445","43590","0.41300000000000003"
"2019","All","All","Scotland","15945","6420","0.403"
"2020","All","All","Scotland","17345","6960","0.401"
"2021","All","All","Scotland","20285","7820","0.386"
"2022","All","All","Scotland","18180","7455","0.41000000000000003"
"2023","All","All","Scotland","14220","6990","0.491"
"2019","All","All","Wales","7225","3025","0.419"
"2020","All","All","Wales","7660","3200","0.418"
"2021","All","All","Wales","8415","3535","0.42"
"2022","All","All","Wales","7280","3000","0.41200000000000003"
"2023","All","All","Wales","5190","2335","0.45"
"2019","All","All","Not EU","2750","605","0.22"
"2020","All","All","Not EU","4205","995","0.23600000000000002"
"2021","All","All","Not EU","7105","1200","0.169"
"2022","All","All","Not EU","11730","1700","0.145"
"2023","All","All","Not EU","11235","1815","0.161"
"2019","All","All","EU (excluding UK)","3860","1095","0.28300000000000003"
"2020","All","All","EU (excluding UK)","3975","1235","0.31"
"2021","All","All","EU (excluding UK)","4180","1155","0.277"
"2022","All","All","EU (excluding UK)","3150","790","0.25"
"2023","All","All","EU (excluding UK)","2515","895","0.356"
"2019","Female","17 and under","All","450","135","0.298"
"2020","Female","17 and under","All","475","150","0.318"
"2021","Female","17 and under","All","640","140","0.217"
"2022","Female","17 and under","All","855","215","0.249"
"2023","Female","17 and under","All","730","185","0.251"
"2019","Male","17 and under","All","30","5"," "
"2020","Male","17 and under","All","35","5"," "
"2021","Male","17 and under","All","60","10","0.2"
"2022","Male","17 and under","All","90","10","0.133"
"2023","Male","17 and under","All","115","10","0.10400000000000001"
"2019","Female","18","All","34605","15580","0.45"
"2020","Female","18","All","36975","17855","0.483"
"2021","Female","18","All","46860","22380","0.47800000000000004"
"2022","Female","18","All","47100","20780","0.441"
"2023","Female","18","All","37065","18750","0.506"
"2019","Male","18","All","1520","690","0.453"
"2020","Male","18","All","1485","675","0.455"
"2021","Male","18","All","2170","970","0.447"
"2022","Male","18","All","2685","1190","0.444"
"2023","Male","18","All","2260","1060","0.46900000000000003"
"2019","Female","19","All","16730","6650","0.398"
"2020","Female","19","All","16080","6885","0.428"
"2021","Female","19","All","18605","7535","0.405"
"2022","Female","19","All","18230","6475","0.355"
"2023","Female","19","All","14770","6035","0.40900000000000003"
"2019","Male","19","All","1060","420","0.396"
"2020","Male","19","All","1080","475","0.44"
"2021","Male","19","All","1280","490","0.381"
"2022","Male","19","All","1590","475","0.299"
"2023","Male","19","All","1360","495","0.363"
"2019","Female","20","All","8790","3255","0.37"
"2020","Female","20","All","9320","3820","0.41000000000000003"
"2021","Female","20","All","10340","4040","0.391"
"2022","Female","20","All","9545","3385","0.355"
"2023","Female","20","All","8690","3230","0.371"
"2019","Male","20","All","770","290","0.377"
"2020","Male","20","All","835","310","0.37"
"2021","Male","20","All","975","340","0.34800000000000003"
"2022","Male","20","All","1165","335","0.28600000000000003"
"2023","Male","20","All","1000","355","0.356"
"2019","Female","21 - 24","All","17275","6460","0.374"
"2020","Female","21 - 24","All","18910","7840","0.41500000000000004"
"2021","Female","21 - 24","All","22485","8990","0.4"
"2022","Female","21 - 24","All","19100","6915","0.362"
"2023","Female","21 - 24","All","15365","5770","0.376"
"2019","Male","21 - 24","All","2105","740","0.35100000000000003"
"2020","Male","21 - 24","All","2015","745","0.37"
"2021","Male","21 - 24","All","2760","955","0.34600000000000003"
"2022","Male","21 - 24","All","2820","815","0.29"
"2023","Male","21 - 24","All","2505","780","0.311"
"2019","Female","25 - 29","All","12850","5080","0.395"
"2020","Female","25 - 29","All","15140","6575","0.434"
"2021","Female","25 - 29","All","19590","8025","0.41000000000000003"
"2022","Female","25 - 29","All","15565","6045","0.388"
"2023","Female","25 - 29","All","12035","4565","0.379"
"2019","Male","25 - 29","All","1845","640","0.34800000000000003"
"2020","Male","25 - 29","All","2275","870","0.382"
"2021","Male","25 - 29","All","2730","980","0.359"
"2022","Male","25 - 29","All","2805","805","0.28600000000000003"
"2023","Male","25 - 29","All","2180","670","0.308"
"2019","Female","30 - 34","All","8845","3570","0.404"
"2020","Female","30 - 34","All","11130","4755","0.427"
"2021","Female","30 - 34","All","14375","5885","0.40900000000000003"
"2022","Female","30 - 34","All","13320","5110","0.383"
"2023","Female","30 - 34","All","9890","3765","0.381"
"2019","Male","30 - 34","All","1440","475","0.328"
"2020","Male","30 - 34","All","1885","645","0.341"
"2021","Male","30 - 34","All","2300","740","0.321"
"2022","Male","30 - 34","All","2255","625","0.277"
"2023","Male","30 - 34","All","2080","590","0.28300000000000003"
"2019","Female","35 and over","All","18775","6565","0.35000000000000003"
"2020","Female","35 and over","All","25580","10000","0.391"
"2021","Female","35 and over","All","30320","10975","0.362"
"2022","Female","35 and over","All","29260","9915","0.339"
"2023","Female","35 and over","All","25960","9295","0.358"
"2019","Male","35 and over","All","5270","1570","0.298"
"2020","Male","35 and over","All","7825","2480","0.317"
"2021","Male","35 and over","All","8795","2275","0.258"
"2022","Male","35 and over","All","9290","2345","0.253"
"2023","Male","35 and over","All","8735","2410","0.276"
"2019","All","17 and under","All","480","135","0.28500000000000003"
"2020","All","17 and under","All","510","155","0.306"
"2021","All","17 and under","All","700","150","0.216"
"2022","All","17 and under","All","945","225","0.23800000000000002"
"2023","All","17 and under","All","845","195","0.231"
"2019","All","18","All","36125","16270","0.45"
"2020","All","18","All","38460","18530","0.482"
"2021","All","18","All","49030","23350","0.47600000000000003"
"2022","All","18","All","49790","21970","0.441"
"2023","All","18","All","39325","19810","0.504"
"2019","All","19","All","17790","7070","0.398"
"2020","All","19","All","17160","7360","0.429"
"2021","All","19","All","19890","8020","0.403"
"2022","All","19","All","19815","6950","0.35100000000000003"
"2023","All","19","All","16125","6530","0.405"
"2019","All","20","All","9560","3545","0.371"
"2020","All","20","All","10155","4130","0.40700000000000003"
"2021","All","20","All","11320","4380","0.387"
"2022","All","20","All","10710","3715","0.34700000000000003"
"2023","All","20","All","9690","3585","0.37"
"2019","All","21 - 24","All","19380","7200","0.371"
"2020","All","21 - 24","All","20925","8590","0.41000000000000003"
"2021","All","21 - 24","All","25245","9945","0.394"
"2022","All","21 - 24","All","21920","7730","0.353"
"2023","All","21 - 24","All","17865","6550","0.367"
"2019","All","25 - 29","All","14695","5720","0.389"
"2020","All","25 - 29","All","17420","7440","0.427"
"2021","All","25 - 29","All","22320","9005","0.403"
"2022","All","25 - 29","All","18370","6850","0.373"
"2023","All","25 - 29","All","14210","5235","0.368"
"2019","All","30 - 34","All","10280","4045","0.393"
"2020","All","30 - 34","All","13010","5400","0.41500000000000004"
"2021","All","30 - 34","All","16675","6620","0.397"
"2022","All","30 - 34","All","15575","5735","0.368"
"2023","All","30 - 34","All","11970","4355","0.364"
"2019","All","35 and over","All","24050","8135","0.338"
"2020","All","35 and over","All","33405","12480","0.374"
"2021","All","35 and over","All","39115","13250","0.339"
"2022","All","35 and over","All","38555","12260","0.318"
"2023","All","35 and over","All","34695","11705","0.337"
"2019","Female","All","All","118320","47300","0.4"
"2020","Female","All","All","133605","57880","0.433"
"2021","Female","All","All","163220","67965","0.41600000000000004"
"2022","Female","All","All","152975","58830","0.385"
"2023","Female","All","All","124500","51600","0.41400000000000003"
"2019","Male","All","All","14035","4825","0.34400000000000003"
"2020","Male","All","All","17440","6205","0.356"
"2021","Male","All","All","21075","6760","0.321"
"2022","Male","All","All","22700","6605","0.291"
"2023","Male","All","All","20230","6370","0.315"
"2019","All","All","All","132355","52125","0.394"
"2020","All","All","All","151050","64080","0.424"
"2021","All","All","All","184295","74725","0.405"
"2022","All","All","All","175680","65435","0.372"
"2023","All","All","All","144725","57970","0.401"
