"Year","Refugee and asylum seeker status","Age group","Domicile","Gender","Main scheme applicant","Main scheme application","Applicants","Accepted applicants","Acceptance rate","Applicants with no applications"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","All","All","Not main scheme applicant","All","65","45","0.6880000000000001","25"
"2023","I'm currently seeking asylum in the UK","21 - 24","All","All","Not main scheme applicant","All","5","0"," ","0"
"2023","Not declared","21 - 24","All","All","Not main scheme applicant","All","8760","8215","0.9380000000000001","35"
"2023","No","25 - 29","All","All","Not main scheme applicant","All","1615","1300","0.805","410"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","All","All","Not main scheme applicant","All","25","15","0.64","15"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","All","All","Not main scheme applicant","All","25","15","0.556","10"
"2023","I'm currently seeking asylum in the UK","25 - 29","All","All","Not main scheme applicant","All","5","5"," ","5"
"2023","Not declared","25 - 29","All","All","Not main scheme applicant","All","7615","7200","0.9450000000000001","15"
"2023","No","30 - 34","All","All","Not main scheme applicant","All","1050","795","0.756","260"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","All","All","Not main scheme applicant","All","30","25","0.719","20"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","All","All","Not main scheme applicant","All","20","10"," ","15"
"2023","I'm currently seeking asylum in the UK","30 - 34","All","All","Not main scheme applicant","All","5","0"," ","0"
"2023","Not declared","30 - 34","All","All","Not main scheme applicant","All","6925","6535","0.9440000000000001","5"
"2023","No","35 and over","All","All","Not main scheme applicant","All","2310","1735","0.751","880"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","All","All","Not main scheme applicant","All","80","55","0.6960000000000001","35"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","All","All","Not main scheme applicant","All","70","40","0.594","55"
"2023","I'm currently seeking asylum in the UK","35 and over","All","All","Not main scheme applicant","All","5","0"," ","5"
"2023","Not declared","35 and over","All","All","Not main scheme applicant","All","16150","15255","0.9450000000000001","35"
"2023","No","17 and under","All","All","Main scheme applicant","All","1945","1285","0.66","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","All","All","Main scheme applicant","All","60","30","0.517","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","All","All","Main scheme applicant","All","65","35","0.5710000000000001","0"
"2023","I'm currently seeking asylum in the UK","17 and under","All","All","Main scheme applicant","All","10","5"," ","0"
"2023","Not declared","17 and under","All","All","Main scheme applicant","All","70","35","0.529","0"
"2023","No","18","All","All","Main scheme applicant","All","312735","261570","0.836","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","All","All","Main scheme applicant","All","1325","1070","0.807","0"
"2023","I have limited or discretionary leave to remain in the UK","18","All","All","Main scheme applicant","All","1310","1005","0.764","0"
"2023","I'm currently seeking asylum in the UK","18","All","All","Main scheme applicant","All","130","85","0.662","0"
"2023","Not declared","18","All","All","Main scheme applicant","All","4095","3360","0.8200000000000001","0"
"2023","No","19","All","All","Main scheme applicant","All","78600","64685","0.8230000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","All","All","Main scheme applicant","All","715","560","0.78","0"
"2023","I have limited or discretionary leave to remain in the UK","19","All","All","Main scheme applicant","All","715","530","0.744","0"
"2023","I'm currently seeking asylum in the UK","19","All","All","Main scheme applicant","All","110","75","0.706","0"
"2023","Not declared","19","All","All","Main scheme applicant","All","1625","1280","0.787","0"
"2023","No","20","All","All","Main scheme applicant","All","27180","20520","0.755","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","All","All","Main scheme applicant","All","420","295","0.7020000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","20","All","All","Main scheme applicant","All","460","310","0.671","0"
"2023","I'm currently seeking asylum in the UK","20","All","All","Main scheme applicant","All","105","65","0.632","0"
"2023","Not declared","20","All","All","Main scheme applicant","All","670","480","0.713","0"
"2023","No","21 - 24","All","All","Main scheme applicant","All","38600","25170","0.652","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","All","All","Main scheme applicant","All","635","410","0.65","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","All","All","Main scheme applicant","All","850","530","0.622","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","All","All","Main scheme applicant","All","190","95","0.484","0"
"2023","Not declared","21 - 24","All","All","Main scheme applicant","All","1265","730","0.579","0"
"2023","No","25 - 29","All","All","Main scheme applicant","All","16825","10400","0.618","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","All","All","Main scheme applicant","All","395","220","0.561","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","All","All","Main scheme applicant","All","325","170","0.526","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","All","All","Main scheme applicant","All","100","45","0.434","0"
"2023","Not declared","25 - 29","All","All","Main scheme applicant","All","765","445","0.58","0"
"2023","No","30 - 34","All","All","Main scheme applicant","All","10475","6550","0.625","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","All","All","Main scheme applicant","All","300","160","0.538","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","All","All","Main scheme applicant","All","305","145","0.47200000000000003","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","All","All","Main scheme applicant","All","65","25","0.369","0"
"2023","Not declared","30 - 34","All","All","Main scheme applicant","All","720","440","0.616","0"
"2023","No","35 and over","All","All","Main scheme applicant","All","21585","13300","0.616","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","All","All","Main scheme applicant","All","675","380","0.5680000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","All","All","Main scheme applicant","All","1115","570","0.513","0"
"2023","I'm currently seeking asylum in the UK","35 and over","All","All","Main scheme applicant","All","100","35","0.374","0"
"2023","Not declared","35 and over","All","All","Main scheme applicant","All","1930","1240","0.642","0"
"2023","All","17 and under","All","All","Not main scheme applicant","All","510","470","0.921","35"
"2023","All","18","All","All","Not main scheme applicant","All","4985","4650","0.933","330"
"2023","All","19","All","All","Not main scheme applicant","All","9125","8440","0.925","520"
"2023","All","20","All","All","Not main scheme applicant","All","6415","5870","0.915","435"
"2023","All","21 - 24","All","All","Not main scheme applicant","All","13410","12145","0.906","865"
"2023","All","25 - 29","All","All","Not main scheme applicant","All","9290","8535","0.919","450"
"2023","All","30 - 34","All","All","Not main scheme applicant","All","8030","7365","0.917","300"
"2023","All","35 and over","All","All","Not main scheme applicant","All","18615","17085","0.918","1010"
"2023","All","17 and under","All","All","Main scheme applicant","All","2145","1390","0.649","0"
"2023","All","18","All","All","Main scheme applicant","All","319595","267085","0.836","0"
"2023","All","19","All","All","Main scheme applicant","All","81770","67130","0.8210000000000001","0"
"2023","All","20","All","All","Main scheme applicant","All","28835","21665","0.751","0"
"2023","All","21 - 24","All","All","Main scheme applicant","All","41540","26935","0.648","0"
"2023","All","25 - 29","All","All","Main scheme applicant","All","18410","11280","0.613","0"
"2023","All","30 - 34","All","All","Main scheme applicant","All","11865","7320","0.617","0"
"2023","All","35 and over","All","All","Main scheme applicant","All","25400","15530","0.611","0"
"2023","No","All","All","All","Not main scheme applicant","All","19660","16770","0.853","3575"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","All","All","All","Not main scheme applicant","All","330","250","0.755","110"
"2023","I have limited or discretionary leave to remain in the UK","All","All","All","Not main scheme applicant","All","270","185","0.68","125"
"2023","I'm currently seeking asylum in the UK","All","All","All","Not main scheme applicant","All","20","10","0.579","10"
"2023","Not declared","All","All","All","Not main scheme applicant","All","50090","47340","0.9450000000000001","130"
"2023","No","All","All","All","Main scheme applicant","All","507945","403470","0.794","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","All","All","All","Main scheme applicant","All","4520","3130","0.6920000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","All","All","All","Main scheme applicant","All","5140","3295","0.64","0"
"2023","I'm currently seeking asylum in the UK","All","All","All","Main scheme applicant","All","810","430","0.532","0"
"2023","Not declared","All","All","All","Main scheme applicant","All","11140","8015","0.719","0"
"2023","All","All","All","All","Not main scheme applicant","All","70370","64555","0.917","3945"
"2023","All","All","All","All","Main scheme applicant","All","529560","418335","0.79","0"
"2023","No","17 and under","Northern Ireland","Female","All","All","20","10","0.579","0"
"2023","No","17 and under","England","Female","All","All","585","385","0.656","15"
"2023","No","17 and under","Scotland","Female","All","All","580","410","0.706","5"
"2023","No","17 and under","Wales","Female","All","All","20","15","0.7000000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","Female","All","All","15","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","Scotland","Female","All","All","15","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","Female","All","All","20","10"," ","5"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","Scotland","Female","All","All","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","17 and under","Scotland","Female","All","All","5","0"," ","0"
"2023","Not declared","17 and under","England","Female","All","All","95","80","0.8300000000000001","0"
"2023","Not declared","17 and under","Scotland","Female","All","All","125","120","0.961","0"
"2023","Not declared","17 and under","Wales","Female","All","All","5","5"," ","0"
"2023","No","18","Northern Ireland","Female","All","All","6760","5135","0.76","0"
"2023","No","18","England","Female","All","All","151075","128075","0.848","120"
"2023","No","18","Scotland","Female","All","All","11190","9460","0.845","15"
"2023","No","18","Wales","Female","All","All","6980","6065","0.869","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Northern Ireland","Female","All","All","15","10","0.75","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","Female","All","All","580","465","0.802","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","Female","All","All","70","55","0.771","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","Female","All","All","20","15","0.75","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","Female","All","All","655","520","0.791","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","Female","All","All","55","30","0.585","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Wales","Female","All","All","20","15","0.789","0"
"2023","I'm currently seeking asylum in the UK","18","England","Female","All","All","60","40","0.656","0"
"2023","I'm currently seeking asylum in the UK","18","Scotland","Female","All","All","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","Female","All","All","110","85","0.75","0"
"2023","Not declared","18","England","Female","All","All","2710","2395","0.884","5"
"2023","Not declared","18","Scotland","Female","All","All","275","255","0.9410000000000001","0"
"2023","Not declared","18","Wales","Female","All","All","95","85","0.876","0"
"2023","No","19","Northern Ireland","Female","All","All","1375","1055","0.766","5"
"2023","No","19","England","Female","All","All","40870","33960","0.8310000000000001","195"
"2023","No","19","Scotland","Female","All","All","3375","2640","0.781","20"
"2023","No","19","Wales","Female","All","All","1975","1665","0.843","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Northern Ireland","Female","All","All","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","Female","All","All","315","240","0.767","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","Female","All","All","35","25","0.722","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","Female","All","All","10","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","Female","All","All","365","285","0.776","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","Female","All","All","30","20","0.75","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Wales","Female","All","All","10","10"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","Female","All","All","55","35","0.661","0"
"2023","I'm currently seeking asylum in the UK","19","Scotland","Female","All","All","5","5"," ","0"
"2023","Not declared","19","Northern Ireland","Female","All","All","35","25","0.73","0"
"2023","Not declared","19","England","Female","All","All","2625","2370","0.902","5"
"2023","Not declared","19","Scotland","Female","All","All","170","165","0.9590000000000001","0"
"2023","Not declared","19","Wales","Female","All","All","100","90","0.929","0"
"2023","No","20","Northern Ireland","Female","All","All","560","385","0.686","5"
"2023","No","20","England","Female","All","All","13890","10555","0.76","160"
"2023","No","20","Scotland","Female","All","All","1795","1310","0.731","20"
"2023","No","20","Wales","Female","All","All","730","560","0.766","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","Female","All","All","195","145","0.736","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","Female","All","All","35","20","0.618","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Wales","Female","All","All","15","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","Female","All","All","265","185","0.7000000000000001","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","Female","All","All","15","10","0.846","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Wales","Female","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","Female","All","All","50","35","0.6880000000000001","0"
"2023","I'm currently seeking asylum in the UK","20","Scotland","Female","All","All","5","0"," ","0"
"2023","Not declared","20","Northern Ireland","Female","All","All","10","10","0.833","0"
"2023","Not declared","20","England","Female","All","All","1725","1565","0.909","5"
"2023","Not declared","20","Scotland","Female","All","All","120","110","0.9410000000000001","0"
"2023","Not declared","20","Wales","Female","All","All","70","65","0.9440000000000001","0"
"2023","No","21 - 24","Northern Ireland","Female","All","All","840","505","0.599","10"
"2023","No","21 - 24","England","Female","All","All","19195","12265","0.639","355"
"2023","No","21 - 24","Scotland","Female","All","All","4115","2740","0.667","55"
"2023","No","21 - 24","Wales","Female","All","All","1585","1105","0.6980000000000001","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","Female","All","All","280","185","0.665","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","Female","All","All","50","35","0.673","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","Female","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Northern Ireland","Female","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","Female","All","All","460","270","0.594","5"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Scotland","Female","All","All","60","40","0.639","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Wales","Female","All","All","15","10","0.667","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","Female","All","All","75","40","0.507","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Scotland","Female","All","All","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Wales","Female","All","All","5","0"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Female","All","All","20","10","0.545","0"
"2023","Not declared","21 - 24","England","Female","All","All","4525","4025","0.89","15"
"2023","Not declared","21 - 24","Scotland","Female","All","All","250","215","0.875","0"
"2023","Not declared","21 - 24","Wales","Female","All","All","135","115","0.872","0"
"2023","No","25 - 29","Northern Ireland","Female","All","All","340","185","0.55","5"
"2023","No","25 - 29","England","Female","All","All","8875","5460","0.615","185"
"2023","No","25 - 29","Scotland","Female","All","All","2215","1435","0.647","35"
"2023","No","25 - 29","Wales","Female","All","All","760","495","0.649","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","England","Female","All","All","180","100","0.541","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Scotland","Female","All","All","20","10","0.667","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","25 - 29","Wales","Female","All","All","15","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","England","Female","All","All","185","100","0.538","5"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Scotland","Female","All","All","20","10","0.6","0"
"2023","I have limited or discretionary leave to remain in the UK","25 - 29","Wales","Female","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","England","Female","All","All","40","20","0.488","0"
"2023","I'm currently seeking asylum in the UK","25 - 29","Scotland","Female","All","All","5","0"," ","0"
"2023","Not declared","25 - 29","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","Not declared","25 - 29","England","Female","All","All","3980","3645","0.917","5"
"2023","Not declared","25 - 29","Scotland","Female","All","All","160","150","0.92","0"
"2023","Not declared","25 - 29","Wales","Female","All","All","90","80","0.88","0"
"2023","No","30 - 34","Northern Ireland","Female","All","All","215","125","0.587","0"
"2023","No","30 - 34","England","Female","All","All","6245","3930","0.629","130"
"2023","No","30 - 34","Scotland","Female","All","All","1375","940","0.684","15"
"2023","No","30 - 34","Wales","Female","All","All","490","340","0.687","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","England","Female","All","All","155","95","0.613","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Scotland","Female","All","All","20","15","0.778","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","30 - 34","Wales","Female","All","All","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","England","Female","All","All","180","85","0.47200000000000003","10"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Scotland","Female","All","All","15","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","30 - 34","Wales","Female","All","All","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","England","Female","All","All","25","10","0.385","0"
"2023","I'm currently seeking asylum in the UK","30 - 34","Scotland","Female","All","All","5","0"," ","0"
"2023","Not declared","30 - 34","Northern Ireland","Female","All","All","5","5"," ","0"
"2023","Not declared","30 - 34","England","Female","All","All","3695","3385","0.917","5"
"2023","Not declared","30 - 34","Scotland","Female","All","All","115","105","0.888","0"
"2023","Not declared","30 - 34","Wales","Female","All","All","60","60","0.984","0"
"2023","No","35 and over","Northern Ireland","Female","All","All","310","190","0.608","5"
"2023","No","35 and over","England","Female","All","All","13705","8700","0.635","525"
"2023","No","35 and over","Scotland","Female","All","All","2455","1635","0.665","75"
"2023","No","35 and over","Wales","Female","All","All","740","490","0.663","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","England","Female","All","All","350","200","0.58","15"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Scotland","Female","All","All","45","25","0.522","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","35 and over","Wales","Female","All","All","15","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","England","Female","All","All","710","370","0.523","35"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Scotland","Female","All","All","45","25","0.532","0"
"2023","I have limited or discretionary leave to remain in the UK","35 and over","Wales","Female","All","All","15","5"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","England","Female","All","All","45","20","0.419","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Scotland","Female","All","All","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","35 and over","Wales","Female","All","All","5","5"," ","0"
"2023","Not declared","35 and over","Northern Ireland","Female","All","All","5","0"," ","0"
"2023","Not declared","35 and over","England","Female","All","All","9115","8320","0.913","20"
"2023","Not declared","35 and over","Scotland","Female","All","All","315","290","0.927","0"
"2023","Not declared","35 and over","Wales","Female","All","All","150","140","0.9400000000000001","0"
"2023","No","17 and under","Northern Ireland","Male","All","All","15","10","0.733","0"
"2023","No","17 and under","England","Male","All","All","450","300","0.662","5"
"2023","No","17 and under","Scotland","Male","All","All","395","255","0.651","0"
"2023","No","17 and under","Wales","Male","All","All","15","10"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","England","Male","All","All","20","10","0.579","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","17 and under","Scotland","Male","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","England","Male","All","All","25","15","0.52","0"
"2023","I have limited or discretionary leave to remain in the UK","17 and under","Scotland","Male","All","All","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","17 and under","England","Male","All","All","5","0"," ","0"
"2023","Not declared","17 and under","England","Male","All","All","95","80","0.8250000000000001","0"
"2023","Not declared","17 and under","Scotland","Male","All","All","100","95","0.98","0"
"2023","Not declared","17 and under","Wales","Male","All","All","10","10"," ","0"
"2023","No","18","Northern Ireland","Male","All","All","4900","3565","0.727","0"
"2023","No","18","England","Male","All","All","121310","100475","0.8280000000000001","140"
"2023","No","18","Scotland","Male","All","All","7775","6590","0.848","15"
"2023","No","18","Wales","Male","All","All","4920","4175","0.849","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Northern Ireland","Male","All","All","10","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","England","Male","All","All","570","465","0.8150000000000001","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Scotland","Male","All","All","60","50","0.8200000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","18","Wales","Male","All","All","30","25","0.893","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","18","England","Male","All","All","545","415","0.761","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Scotland","Male","All","All","45","25","0.6","0"
"2023","I have limited or discretionary leave to remain in the UK","18","Wales","Male","All","All","15","15","0.933","0"
"2023","I'm currently seeking asylum in the UK","18","England","Male","All","All","50","35","0.6920000000000001","0"
"2023","I'm currently seeking asylum in the UK","18","Wales","Male","All","All","5","5"," ","0"
"2023","Not declared","18","Northern Ireland","Male","All","All","75","55","0.724","0"
"2023","Not declared","18","England","Male","All","All","3180","2750","0.865","5"
"2023","Not declared","18","Scotland","Male","All","All","295","280","0.9520000000000001","0"
"2023","Not declared","18","Wales","Male","All","All","100","90","0.889","0"
"2023","No","19","Northern Ireland","Male","All","All","845","640","0.759","5"
"2023","No","19","England","Male","All","All","31230","25985","0.8320000000000001","215"
"2023","No","19","Scotland","Male","All","All","2440","1955","0.802","25"
"2023","No","19","Wales","Male","All","All","1300","1125","0.865","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Northern Ireland","Male","All","All","5","0"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","England","Male","All","All","345","285","0.8200000000000001","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Scotland","Male","All","All","35","25","0.6970000000000001","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","19","Wales","Male","All","All","15","10","0.923","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Northern Ireland","Male","All","All","10","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","19","England","Male","All","All","295","205","0.6930000000000001","5"
"2023","I have limited or discretionary leave to remain in the UK","19","Scotland","Male","All","All","30","25","0.833","0"
"2023","I have limited or discretionary leave to remain in the UK","19","Wales","Male","All","All","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","19","England","Male","All","All","45","35","0.733","0"
"2023","I'm currently seeking asylum in the UK","19","Scotland","Male","All","All","5","0"," ","0"
"2023","Not declared","19","Northern Ireland","Male","All","All","25","25","0.889","0"
"2023","Not declared","19","England","Male","All","All","2615","2370","0.906","10"
"2023","Not declared","19","Scotland","Male","All","All","185","180","0.973","0"
"2023","Not declared","19","Wales","Male","All","All","95","85","0.896","0"
"2023","No","20","Northern Ireland","Male","All","All","425","305","0.719","5"
"2023","No","20","England","Male","All","All","11105","8740","0.787","185"
"2023","No","20","Scotland","Male","All","All","1170","905","0.773","20"
"2023","No","20","Wales","Male","All","All","540","450","0.834","10"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","England","Male","All","All","180","125","0.687","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","20","Scotland","Male","All","All","20","10","0.632","0"
"2023","I have limited or discretionary leave to remain in the UK","20","England","Male","All","All","195","130","0.665","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Scotland","Male","All","All","15","10"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","20","Wales","Male","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","20","England","Male","All","All","50","30","0.633","0"
"2023","I'm currently seeking asylum in the UK","20","Scotland","Male","All","All","5","0"," ","0"
"2023","I'm currently seeking asylum in the UK","20","Wales","Male","All","All","5","0"," ","0"
"2023","Not declared","20","Northern Ireland","Male","All","All","15","15","0.882","0"
"2023","Not declared","20","England","Male","All","All","1820","1630","0.895","10"
"2023","Not declared","20","Scotland","Male","All","All","125","120","0.937","0"
"2023","Not declared","20","Wales","Male","All","All","85","80","0.9530000000000001","0"
"2023","No","21 - 24","Northern Ireland","Male","All","All","570","390","0.684","5"
"2023","No","21 - 24","England","Male","All","All","13565","9640","0.711","290"
"2023","No","21 - 24","Scotland","Male","All","All","2355","1675","0.712","30"
"2023","No","21 - 24","Wales","Male","All","All","885","665","0.755","20"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","England","Male","All","All","300","205","0.679","5"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Scotland","Male","All","All","40","20","0.525","0"
"2023","The UK government has granted me refugee status or  humanitarian protection in the UK","21 - 24","Wales","Male","All","All","15","10","0.786","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Northern Ireland","Male","All","All","5","5"," ","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","England","Male","All","All","335","225","0.674","15"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Scotland","Male","All","All","20","10","0.5","0"
"2023","I have limited or discretionary leave to remain in the UK","21 - 24","Wales","Male","All","All","10","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","England","Male","All","All","95","45","0.47400000000000003","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Scotland","Male","All","All","5","5"," ","0"
"2023","I'm currently seeking asylum in the UK","21 - 24","Wales","Male","All","All","5","0"," ","0"
"2023","Not declared","21 - 24","Northern Ireland","Male","All","All","25","15","0.652","0"
"2023","Not declared","21 - 24","England","Male","All","All","4730","4255","0.9","15"
"2023","Not declared","21 - 24","Scotland","Male","All","All","240","210","0.876","0"
